domain,url,html_file
regularizar-pago-netflix.com,https://regularizar-pago-netflix.com/sus.php,data/raw/phishing/regularizar-pago-netflix.com_c1e13306.html
paytollzhwk.vip,https://paytollzhwk.vip/,data/raw/phishing/paytollzhwk.vip_c7a08cc2.html
5838163365.com,http://5838163365.com,data/raw/phishing/5838163365.com_1880a573.html
gruashermanosmedina.com,https://gruashermanosmedina.com/DKR/signin.php?195.128.225.245,data/raw/phishing/gruashermanosmedina.com_4f80372a.html
wheresthepaper.org,http://wheresthepaper.org/abab/Linkedin/index.php,data/raw/phishing/wheresthepaper.org_53423673.html
1136257365.com,http://1136257365.com,data/raw/phishing/1136257365.com_c45bbf11.html
surveyheart.com,https://surveyheart.com/form/6761a618f544d217b4fa3150,data/raw/phishing/surveyheart.com_b4475f75.html
63058.vip,http://63058.vip,data/raw/phishing/63058.vip_e93a54f3.html
365.qwe123-asd456-zxc789.chinautozone.com,https://365.qwe123-asd456-zxc789.chinautozone.com/xin/,data/raw/phishing/365.qwe123-asd456-zxc789.chinautozone.com_0bb745e3.html
firstbankonlinecare.com,http://firstbankonlinecare.com/,data/raw/phishing/firstbankonlinecare.com_6234e24d.html
tigo.bolivias.top,https://tigo.bolivias.top/N2353/card.html,data/raw/phishing/tigo.bolivias.top_4512e5f8.html
57365tt.cc,http://57365tt.cc/,data/raw/phishing/57365tt.cc_11de0cce.html
casenaps.com,https://casenaps.com/mq4e4cm84x3z.html,data/raw/phishing/casenaps.com_53216ec0.html
eebtbroadband.plutio.com,https://eebtbroadband.plutio.com/p/form/9zr3FHcyZRGTmkoPo,data/raw/phishing/eebtbroadband.plutio.com_692ad1aa.html
www.tongoipapua.org,http://www.tongoipapua.org/homee/_/agricolev1/pwncore/region.php,data/raw/phishing/www.tongoipapua.org_16e054b3.html
proorange.godaddysites.com,https://proorange.godaddysites.com/?user-agent=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36,data/raw/phishing/proorange.godaddysites.com_ad38a7ed.html
amazon118.com,https://amazon118.com/index/login/forget.html,data/raw/phishing/amazon118.com_261b1c29.html
app.wavecnct.com,https://app.wavecnct.com/app/profile/service.broadband.gjki,data/raw/phishing/app.wavecnct.com_9e9239ab.html
oliriet.gmchousing.com,https://oliriet.gmchousing.com/c/LwpM6P633884jdr5e0/a2I881qr7221414732_145178_588635WvwldPQW/LvL29krqO5fNlgllk0e/s5dU53IajkQ/5tqP7Ie207s3UscX/,data/raw/phishing/oliriet.gmchousing.com_ad6eaddc.html
uniswap-interface-git-revert-307a995-uniswap.vercel.app,https://uniswap-interface-git-revert-307a995-uniswap.vercel.app/0.3195496793907313,data/raw/phishing/uniswap-interface-git-revert-307a995-uniswap.vercel.app_eca0115d.html
moz.good-shop.co,http://moz.good-shop.co/index/login/reg/invite_code/243667,data/raw/phishing/moz.good-shop.co_90dfde97.html
dl.tevipshoo.shop,http://dl.tevipshoo.shop/,data/raw/phishing/dl.tevipshoo.shop_056a26ff.html
bitcb-tlform.net,https://bitcb-tlform.net/login.php,data/raw/phishing/bitcb-tlform.net_e62ef749.html
steanmcommrunity.com,https://steanmcommrunity.com/10538275/,data/raw/phishing/steanmcommrunity.com_bb94cbb5.html
www.creditopersonalcard1f.ru,https://www.creditopersonalcard1f.ru/validaciones/cardif/13,data/raw/phishing/www.creditopersonalcard1f.ru_2823ec21.html
magicwheel.event-redeem.com,http://magicwheel.event-redeem.com/verify.php,data/raw/phishing/magicwheel.event-redeem.com_d0c19d31.html
5510006.net:8989,https://5510006.net:8989,data/raw/phishing/5510006.net_8989_19e989b6.html
25079175365.com,http://25079175365.com/,data/raw/phishing/25079175365.com_73f0324f.html
95cp000.com,http://95cp000.com/,data/raw/phishing/95cp000.com_1a7d50ae.html
www.p365666.net:8989,https://www.p365666.net:8989/huntfish.html,data/raw/phishing/www.p365666.net_8989_8fd411f2.html
evxuqjtkhbzlo.wiki,https://evxuqjtkhbzlo.wiki/,data/raw/phishing/evxuqjtkhbzlo.wiki_ca053b62.html
365f77.com,http://365f77.com,data/raw/phishing/365f77.com_306631fb.html
www.robinhood-assetsmanagement.com.primetrustbanking.com,http://www.robinhood-assetsmanagement.com.primetrustbanking.com/,data/raw/phishing/www.robinhood-assetsmanagement.com.primetrustbanking.com_2abbbef4.html
www.ynrubber.cn,http://www.ynrubber.cn/productgrouplist-915859323/bike_tire.html,data/raw/phishing/www.ynrubber.cn_c16d6312.html
sankatmochansai.me,http://sankatmochansai.me/Amazon_clone/,data/raw/phishing/sankatmochansai.me_5cf2dd57.html
www.5510006.net,http://www.5510006.net/,data/raw/phishing/www.5510006.net_d4dc7b47.html
roblox.mq,https://roblox.mq/games/74260430392611/CITY-Rebirth-Champions-Ultimate?privateServerLinkCode=19054895708106533107402134728422,data/raw/phishing/roblox.mq_b9efad91.html
idemnaute.com,https://idemnaute.com/index.php,data/raw/phishing/idemnaute.com_25827f57.html
3geffffff.blogspot.jp,https://3geffffff.blogspot.jp/,data/raw/phishing/3geffffff.blogspot.jp_a7238bea.html
7v75tln.5ha524nyf.com,http://7v75tln.5ha524nyf.com/,data/raw/phishing/7v75tln.5ha524nyf.com_1c380b59.html
www.ramirezjocelyn.com,https://www.ramirezjocelyn.com/,data/raw/phishing/www.ramirezjocelyn.com_c08f1e21.html
zyxstar.com,https://zyxstar.com/,data/raw/phishing/zyxstar.com_4e6e15e6.html
iman755.com,https://iman755.com/,data/raw/phishing/iman755.com_b1efee26.html
www.shockaholic.net,http://www.shockaholic.net/jgr/indexx.php/,data/raw/phishing/www.shockaholic.net_181588f4.html
ixi.me,https://ixi.me/@pagehelp05?case?id=/60659,data/raw/phishing/ixi.me_ecdc012a.html
www.marchanordicacadiz.com,http://www.marchanordicacadiz.com/ws-eBaiSAPI.allSi-gn-In2Fmy2FhomeFCurrentPage3DMyeBaIAllSelling26ssPageName/,data/raw/phishing/www.marchanordicacadiz.com_7ab90773.html
www456wfcp.com,https://www456wfcp.com/,data/raw/phishing/www456wfcp.com_788ea2f6.html
cn.315manx.com,http://cn.315manx.com/,data/raw/phishing/cn.315manx.com_5f003f3c.html
miemnkimbcr.top,https://miemnkimbcr.top/pet,data/raw/phishing/miemnkimbcr.top_db8d2c82.html
hjte8ing-wjs666com-13099612171-wjs666.com,http://hjte8ing-wjs666com-13099612171-wjs666.com/,data/raw/phishing/hjte8ing-wjs666com-13099612171-wjs666.com_60b6c40d.html
www.pagesweeper.com,https://www.pagesweeper.com/,data/raw/phishing/www.pagesweeper.com_a34dc893.html
www.nilaservices.fr,http://www.nilaservices.fr/fr-/c6571a1ec7b11c8/details.php,data/raw/phishing/www.nilaservices.fr_8854f473.html
login-midstreams-outlook.us,http://login-midstreams-outlook.us/3mail@b.c/,data/raw/phishing/login-midstreams-outlook.us_876562d0.html
signin10log0onlinewp-mbissl.github.io,https://signin10log0onlinewp-mbissl.github.io/live.com/,data/raw/phishing/signin10log0onlinewp-mbissl.github.io_3c0aef01.html
commbank-helpdesksupport.com,https://commbank-helpdesksupport.com/login.php,data/raw/phishing/commbank-helpdesksupport.com_70765b0f.html
thomwin.com,https://thomwin.com/,data/raw/phishing/thomwin.com_43de4249.html
1211.541915636.xyz,https://1211.541915636.xyz/,data/raw/phishing/1211.541915636.xyz_941798d2.html
5555555554.blogspot.com.es,https://5555555554.blogspot.com.es/,data/raw/phishing/5555555554.blogspot.com.es_7a94a74b.html
3658521.cc,https://3658521.cc,data/raw/phishing/3658521.cc_2ddfc92e.html
9394663365.com,http://9394663365.com,data/raw/phishing/9394663365.com_26246369.html
elsl.com,https://elsl.com/adob33e/D202HL/u.php,data/raw/phishing/elsl.com_f9e17a65.html
lkjhgfnbvcx.blogspot.tw,http://lkjhgfnbvcx.blogspot.tw/,data/raw/phishing/lkjhgfnbvcx.blogspot.tw_dc0da6c8.html
www.bantoo.be,http://www.bantoo.be/boa3/sms.php,data/raw/phishing/www.bantoo.be_2d22f813.html
newattcompasftr.wixstudio.com,http://newattcompasftr.wixstudio.com/my-site,data/raw/phishing/newattcompasftr.wixstudio.com_981f7c99.html
prefer.icu,https://prefer.icu/h5,data/raw/phishing/prefer.icu_4414bb98.html
www.weddingbizacademy.com,http://www.weddingbizacademy.com/include/webapp.html,data/raw/phishing/www.weddingbizacademy.com_72557bff.html
portfolioforms.top,https://portfolioforms.top/SruOH5M68JciTGbRp7qglmxvGjEi4Sarbvqe264esXF1IMeLJJR/dRLBYRiUSwvb2N7e1txGIxBxHE2%20RKfTAQC8fv0ad/f1%209tWsmlUCQ7y8QCCgSRfZHEhuUCUaEzNnZGeLxuHoPuvf/we.php?email=3mail@b.c,data/raw/phishing/portfolioforms.top_cbc6f681.html
8868603.com,http://8868603.com,data/raw/phishing/8868603.com_04bfc516.html
e-zongzhi.com,http://e-zongzhi.com,data/raw/phishing/e-zongzhi.com_034ee26f.html
c8f37cd0-form-verify-account-restricted.vercel.app,https://c8f37cd0-form-verify-account-restricted.vercel.app/case/100081295808699.html/,data/raw/phishing/c8f37cd0-form-verify-account-restricted.vercel.app_8282337f.html
www.movew.mx,http://www.movew.mx/soporte/cache/recovery/recovery.php,data/raw/phishing/www.movew.mx_66afc916.html
steamconmunllty.com,http://steamconmunllty.com/gift/id=9234865293,data/raw/phishing/steamconmunllty.com_63ca7c2a.html
csgotm.net,https://csgotm.net/ilpp6yuifmej.html,data/raw/phishing/csgotm.net_d7b74c98.html
url.emailprotection.link,https://url.emailprotection.link/?bVHKhgXw9or_PK8W1-W65us3TW_-ZIBP0PNBa7BX7VNKjAJv5A5Q_DP4l3z4SR2iiOje9xRigUlv1BqouVh6_gjq-7StK_aYQwNRmE5H8Vugt_0eFm5LQkPI6FSBYX3RIDXIfKnMSP-6fTrnvNFHMypWU1LcDFxBIoBPF6rRFS8Q~,data/raw/phishing/url.emailprotection.link_3cb2e456.html
dub.sh,https://dub.sh/38Jeoti?e=3mail@b.c,data/raw/phishing/dub.sh_29c25143.html
www.in.mt,http://www.in.mt/hZp/,data/raw/phishing/www.in.mt_15c8f95c.html
www.021lm.com,https://www.021lm.com/,data/raw/phishing/www.021lm.com_cd89676f.html
653784yy.com,http://653784yy.com/,data/raw/phishing/653784yy.com_e4e9f273.html
suscripcion-suspendida-2025.com,https://suscripcion-suspendida-2025.com/how/calcul.php,data/raw/phishing/suscripcion-suspendida-2025.com_1312783c.html
discord-download.browsers-bazze.ru,https://discord-download.browsers-bazze.ru/?etext=&yclid=12393266045916282879,data/raw/phishing/discord-download.browsers-bazze.ru_7a3f6bff.html
amazon-prime-opui.openplatform.co,https://amazon-prime-opui.openplatform.co/amazonprime/125713739864%E2%80%9D,data/raw/phishing/amazon-prime-opui.openplatform.co_f65b3721.html
7776958.com,http://7776958.com,data/raw/phishing/7776958.com_c7993260.html
wiki.147474.com,http://wiki.147474.com,data/raw/phishing/wiki.147474.com_fd2c2d1f.html
you1.knowitall.wiki,https://you1.knowitall.wiki/,data/raw/phishing/you1.knowitall.wiki_bc7993d2.html
m.hzlhk1026.com,https://m.hzlhk1026.com/,data/raw/phishing/m.hzlhk1026.com_6135517f.html
www19955q.com,https://www19955q.com/,data/raw/phishing/www19955q.com_2b927fd5.html
wscp29.vip,http://wscp29.vip/,data/raw/phishing/wscp29.vip_66de9dd5.html
www.e-receipts.co,https://www.e-receipts.co/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6ImRhMGNlNmY1LWQ1YTctNGQ0Ni1iZDU1LWZiNzQxZjNhMDc1NSIsImNlbGwiOiJodHRwczovL3Vib3p4eTh0cjkuZXhlY3V0ZS1hcGkuZXUtd2VzdC0xLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiY2ZhMDUwMjctMTYzMi00ZWU2LTkyNTAtY2JjZmRjZThhZDNmIiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiZGlyZWN0X2RlbGl2ZXJ5Ijp0cnVlLCJpYXQiOjE3NDI1NjY4NTMsImlzcyI6Imh0dHBzOi8vYXBwLnBoaXNodGhyZWF0LmNvbSIsImV4cCI6MTc1MDM0Mjg1M30.Pjsft_01fcpPgu95cZLK82dpayhWINLJm0TZA7-y09s,data/raw/phishing/www.e-receipts.co_102336e5.html
advancedsystemrepair.com,https://advancedsystemrepair.com/Purchase/ASR-Pro-Paddle.php?tid=,data/raw/phishing/advancedsystemrepair.com_a4f4e1e6.html
jianzaoxianfeng.com,http://jianzaoxianfeng.com,data/raw/phishing/jianzaoxianfeng.com_8fa2c00a.html
neneo.shop,https://neneo.shop/,data/raw/phishing/neneo.shop_309b4f5d.html
yztrlw.com,https://yztrlw.com/,data/raw/phishing/yztrlw.com_b255ac57.html
flankspeed.sharepoint-mil.us,https://flankspeed.sharepoint-mil.us/:f:/s/NRMESG-1/EvPmkikmdN5Oud6dKE5hl2MBaNjTTYRkaI42Afp71npvSg,data/raw/phishing/flankspeed.sharepoint-mil.us_20559497.html
mail-support.mos.ap-southeast-2.sufybkt.com,https://mail-support.mos.ap-southeast-2.sufybkt.com/Password_expiry%20notice_countdown.html#a@b.com,data/raw/phishing/mail-support.mos.ap-southeast-2.sufybkt.com_eb53591d.html
warayana.com.pe,https://warayana.com.pe/publicaciones/2021/10/05/el-sindrome-de-guillain-barre-desde-la-perspectiva-de-la-psicologia/,data/raw/phishing/warayana.com.pe_0cf8b115.html
www.shorten.is,http://www.shorten.is/@authenticateinformationfacebook34588533/,data/raw/phishing/www.shorten.is_d41c4089.html
westcoastchopers.com,https://westcoastchopers.com/new/Fixed/index.php?uid=abc@example.com,data/raw/phishing/westcoastchopers.com_0b87b2ef.html
officiallmlbbredeem.merchats.com,https://officiallmlbbredeem.merchats.com/verify.php,data/raw/phishing/officiallmlbbredeem.merchats.com_933ee852.html
lhttps--www--roblox.com,https://lhttps--www--roblox.com/users/43946721/profile,data/raw/phishing/lhttps--www--roblox.com_2c449c95.html
thespotifypremiumapk.app,http://thespotifypremiumapk.app/,data/raw/phishing/thespotifypremiumapk.app_f6960a37.html
55100-55100tz03.com,https://55100-55100tz03.com/agent.html,data/raw/phishing/55100-55100tz03.com_68138ec5.html
cn.manmvp572.com,http://cn.manmvp572.com/,data/raw/phishing/cn.manmvp572.com_56ac9373.html
1b375bcda594bd6f.bet235e.com,http://1b375bcda594bd6f.bet235e.com/,data/raw/phishing/1b375bcda594bd6f.bet235e.com_0c14a3e2.html
auth.gy,https://auth.gy/_CRv7SLQFSe0krIu1w?/facebook_secure_account?id=759347502378427672987349826578129038123807394,data/raw/phishing/auth.gy_03f67585.html
bankofamerica-qa.azurewebsites.net,https://bankofamerica-qa.azurewebsites.net/auth/login/?next=/app/redirect/?user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+/auth/login/?next=/app/redirect/?user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+,data/raw/phishing/bankofamerica-qa.azurewebsites.net_ebc4a4f6.html
imntokqen.com,https://imntokqen.com/en.html,data/raw/phishing/imntokqen.com_f73f7f20.html
wepyztkqnxbvg.top,http://wepyztkqnxbvg.top/,data/raw/phishing/wepyztkqnxbvg.top_c82e272e.html
ayi-skz.org,https://ayi-skz.org/pc/,data/raw/phishing/ayi-skz.org_4e34e1a3.html
70365iii.com,http://70365iii.com/,data/raw/phishing/70365iii.com_9e1d9a69.html
020saibo.com,https://020saibo.com/,data/raw/phishing/020saibo.com_82024f7c.html
x-formpm.com,https://x-formpm.com/,data/raw/phishing/x-formpm.com_4f755b8e.html
027saibo.com,https://027saibo.com/,data/raw/phishing/027saibo.com_60ad2b57.html
www.artbyshai.com,http://www.artbyshai.com/Rqc-uCQc~Ru/fdm/http/https/spdy/quic/h/h/,data/raw/phishing/www.artbyshai.com_050021fb.html
shenproperties.com,http://shenproperties.com/klpgmqx/oeuzhka/iqe1rnl/llndaxkim.html,data/raw/phishing/shenproperties.com_184c908c.html
i90314bq.beget.tech,http://i90314bq.beget.tech,data/raw/phishing/i90314bq.beget.tech_466b6d5c.html
60000023.com,http://60000023.com/,data/raw/phishing/60000023.com_2d76b0e8.html
lubainnovacion.com,http://lubainnovacion.com,data/raw/phishing/lubainnovacion.com_b56454dc.html
5510022.vip,https://5510022.vip,data/raw/phishing/5510022.vip_9ef82776.html
macu.cupolicypro.com,https://macu.cupolicypro.com/,data/raw/phishing/macu.cupolicypro.com_7c7176f1.html
zf-ym.com,https://zf-ym.com/,data/raw/phishing/zf-ym.com_b883488c.html
new.express.adobe.com,https://new.express.adobe.com/webpage/uv5pIZN6wt9HM,data/raw/phishing/new.express.adobe.com_5d059545.html
facebookproxyip.com,http://facebookproxyip.com/,data/raw/phishing/facebookproxyip.com_32bfd40b.html
m.kucoin321.top,https://m.kucoin321.top/wallet/,data/raw/phishing/m.kucoin321.top_4d4164dd.html
onedrive.service-office365.com,https://onedrive.service-office365.com/zKUPAErEXUR8?/g/personal/michael_dop_ammega_com/ETvMuE2HPLpPgskR0RfHG0sBk3kf43GwtcnE26u0vW301g?e=rF2mfd,data/raw/phishing/onedrive.service-office365.com_5100eaa9.html
jiuyue365.com,http://jiuyue365.com,data/raw/phishing/jiuyue365.com_a00b24ae.html
15050975365.com,http://15050975365.com/,data/raw/phishing/15050975365.com_3316fd05.html
www.spankkimobiilifi.com,http://www.spankkimobiilifi.com/,data/raw/phishing/www.spankkimobiilifi.com_a7bbc64c.html
8888vip8.vip,http://8888vip8.vip/,data/raw/phishing/8888vip8.vip_ff82fd15.html
amazon-portal.evpump.app,https://amazon-portal.evpump.app/,data/raw/phishing/amazon-portal.evpump.app_0d2c0f97.html
workdrive.zoho.com,https://workdrive.zoho.com/file/v10n51ff5b12dbcd244689e2cf34c85cd9be5,data/raw/phishing/workdrive.zoho.com_c7043db1.html
www.99955cp5.com,http://www.99955cp5.com/,data/raw/phishing/www.99955cp5.com_fa210c8d.html
cn.81mbetx.com,http://cn.81mbetx.com/,data/raw/phishing/cn.81mbetx.com_02faa306.html
www.escrow.globalmopay.com,https://www.escrow.globalmopay.com/login/,data/raw/phishing/www.escrow.globalmopay.com_8a54c273.html
globallinknext.com,https://globallinknext.com/Rogue_cu/,data/raw/phishing/globallinknext.com_e61822f7.html
www.r.oblox.com.ms,https://www.r.oblox.com.ms/games/2753915549/Blox-Fruits?privateServerLinkCode=26563136477017567317990971323897,data/raw/phishing/www.r.oblox.com.ms_89a23d0b.html
www.lcloud.comfx-1.ws,https://www.lcloud.comfx-1.ws/aU3V38/code.php,data/raw/phishing/www.lcloud.comfx-1.ws_57fcaf57.html
mqsiiui.com,http://mqsiiui.com/,data/raw/phishing/mqsiiui.com_3749d462.html
zer0bot.com,http://zer0bot.com,data/raw/phishing/zer0bot.com_cc61e940.html
kol.vin,https://kol.vin/@hxlap,data/raw/phishing/kol.vin_79117c67.html
www.youtube.com,https://www.youtube.com/@theirs4569,data/raw/phishing/www.youtube.com_434d6925.html
paypalloginin-usa.blogspot.kr,http://paypalloginin-usa.blogspot.kr,data/raw/phishing/paypalloginin-usa.blogspot.kr_8ef3a170.html
ppt.cc,https://ppt.cc/fBwZox,data/raw/phishing/ppt.cc_1ac19b6d.html
fr-checkpoint.com,https://fr-checkpoint.com/?data=andre.sannicolas@icloud.com%7Candrea%7Cde+san+nicolas%7C230+avenue+de+toulon%7C13010%7Cmarseille%7C0778955618%7C2002-01-21%7Cfr7611315000010421320944722%7Ccepafrpp131%7C02/03/25,data/raw/phishing/fr-checkpoint.com_56595826.html
www.638cpf.com,http://www.638cpf.com,data/raw/phishing/www.638cpf.com_195ed36d.html
located.phone-insc.art,https://located.phone-insc.art/aU3V38/code.php/,data/raw/phishing/located.phone-insc.art_6a05282b.html
1111365tz.vip,http://1111365tz.vip/,data/raw/phishing/1111365tz.vip_1f3e73b7.html
5510008.net,http://5510008.net/,data/raw/phishing/5510008.net_302b5de3.html
www.zmotomx.com,http://www.zmotomx.com/,data/raw/phishing/www.zmotomx.com_47cd7d90.html
microsoft.securityresponse.org,http://microsoft.securityresponse.org/login/HwILWlXYW7pAdQolLdg-PeRkxT-7yGPw4VUE=/nKfTqaqFoOCV9pAMjkIXVGbc505mpny-?is_automation=false,data/raw/phishing/microsoft.securityresponse.org_8dc859da.html
zi3rbklu51.sportissimus.com:8443,https://zi3rbklu51.sportissimus.com:8443/impact?fahxqbsaxblcsjgm=3mail@b.c,data/raw/phishing/zi3rbklu51.sportissimus.com_8443_0a2552e3.html
waefew.top,https://waefew.top/,data/raw/phishing/waefew.top_f4d9d9c4.html
x33896.com,http://x33896.com,data/raw/phishing/x33896.com_84add3d6.html
ichforum932airbnb.one,http://ichforum932airbnb.one/,data/raw/phishing/ichforum932airbnb.one_bf984cf9.html
ysl5250.com,http://ysl5250.com/,data/raw/phishing/ysl5250.com_193ec8a0.html
steam-store.ys7z.com,http://steam-store.ys7z.com,data/raw/phishing/steam-store.ys7z.com_d9e81bb3.html
5510001.net,https://5510001.net/,data/raw/phishing/5510001.net_9d864bcf.html
600900.vip,http://600900.vip/,data/raw/phishing/600900.vip_e84ceaf7.html
1zv1130pu.top,https://1zv1130pu.top,data/raw/phishing/1zv1130pu.top_6728439b.html
buiiff63.com,https://buiiff63.com/sudh4xzq8t4p.html,data/raw/phishing/buiiff63.com_0a43b6f4.html
web.bt99999.com,http://web.bt99999.com,data/raw/phishing/web.bt99999.com_a4e8f8d1.html
66976qwp.com,http://66976qwp.com,data/raw/phishing/66976qwp.com_bde2082c.html
88xggp.com,http://88xggp.com,data/raw/phishing/88xggp.com_2deb1421.html
dingmingjyzx.com,https://dingmingjyzx.com/,data/raw/phishing/dingmingjyzx.com_b0207169.html
tiny.cc,http://tiny.cc/ixbe001,data/raw/phishing/tiny.cc_958a701c.html
curved-pager-squeaking.prd.on-fleek.net,https://curved-pager-squeaking.prd.on-fleek.net/yxmerhivmibwai1.html,data/raw/phishing/curved-pager-squeaking.prd.on-fleek.net_8e74dd0f.html
unlock.centre-help-pages.cloud,https://unlock.centre-help-pages.cloud/active:argtravelagencysrl,data/raw/phishing/unlock.centre-help-pages.cloud_121a8a34.html
sites.google.com,https://sites.google.com/view/zqwez/home,data/raw/phishing/sites.google.com_434b53ca.html
46.19.143.66,http://46.19.143.66/,data/raw/phishing/46.19.143.66_ad8bca15.html
7865s.com,http://7865s.com,data/raw/phishing/7865s.com_16792e2e.html
888123aa.com,http://888123aa.com,data/raw/phishing/888123aa.com_c2deb0db.html
www.cleanviewlawn.com,http://www.cleanviewlawn.com/,data/raw/phishing/www.cleanviewlawn.com_7dd9cb96.html
www74566.com,http://www74566.com/,data/raw/phishing/www74566.com_8157c49e.html
instapro.net.pk,http://instapro.net.pk/,data/raw/phishing/instapro.net.pk_71378884.html
www.rqblox.com,https://www.rqblox.com/users/83922528/profile,data/raw/phishing/www.rqblox.com_4af141c7.html
mocpallet.vn,https://mocpallet.vn/km/pwpGjYbWh6u5Xcwq0wcImW7gNCtiPMoA3UaFxed0/2BfAjrdur0cVKHBBRd4/4VFGHD7yuWFEVNX62rNs/5raW87RX0XE01rt3/4TVQfTZWlWWaV94FvdfCov4/Client/dep.html,data/raw/phishing/mocpallet.vn_8ac0e9b3.html
www.web3walletwp.cc,http://www.web3walletwp.cc/main.html,data/raw/phishing/www.web3walletwp.cc_a10f2425.html
fullaski.com,http://fullaski.com/longman/ourtimepge/v3/index.html,data/raw/phishing/fullaski.com_2ac93fe6.html
www.j551000.cc:8989,https://www.j551000.cc:8989/,data/raw/phishing/www.j551000.cc_8989_93aa6ed4.html
dmmarket.net,https://dmmarket.net/ilpp6yuifmej.html,data/raw/phishing/dmmarket.net_ee2387d8.html
pinbo69.com,http://pinbo69.com/,data/raw/phishing/pinbo69.com_4434fe6f.html
trbinace.lotgin.com,https://trbinace.lotgin.com/,data/raw/phishing/trbinace.lotgin.com_8d066074.html
j551008.cc,http://j551008.cc/,data/raw/phishing/j551008.cc_98b75274.html
www.nakulfreelancer.in,https://www.nakulfreelancer.in/centre/dhlAr/a1b2c3/eca4d1cd8b9e1978e53219a261c9dad6/start/,data/raw/phishing/www.nakulfreelancer.in_8c82d626.html
wap.sloancanyonchurch.com,http://wap.sloancanyonchurch.com/,data/raw/phishing/wap.sloancanyonchurch.com_b7cd1842.html
track.redttd.com,https://track.redttd.com/67f044169fc0220559baff73,data/raw/phishing/track.redttd.com_838f86ec.html
document.angelbridalonline.com,https://document.angelbridalonline.com/,data/raw/phishing/document.angelbridalonline.com_d198bc6a.html
www.asociacion-felina-argentina.com,https://www.asociacion-felina-argentina.com/wp9/Hinet.Html,data/raw/phishing/www.asociacion-felina-argentina.com_eeb2b088.html
www.fokoconsulting.com,https://www.fokoconsulting.com/test/boin/nbhg/auth,data/raw/phishing/www.fokoconsulting.com_39b92d9b.html
wap.thebigbarrel.com,http://wap.thebigbarrel.com/,data/raw/phishing/wap.thebigbarrel.com_d6ed4e8a.html
gemini68.cc,http://gemini68.cc,data/raw/phishing/gemini68.cc_a5283626.html
ceceo.shop,https://ceceo.shop,data/raw/phishing/ceceo.shop_c7d41d85.html
www.shorten.tv,http://www.shorten.tv/@helpcontact6464/,data/raw/phishing/www.shorten.tv_722b137a.html
steemcommunlity.com,https://steemcommunlity.com/tradeoffer/new/?partner=11764876435token=BGdVHrI5/,data/raw/phishing/steemcommunlity.com_323bd99e.html
sherazmehmoodqureshi.pk,https://sherazmehmoodqureshi.pk/wp-content/cache/13600/Login.html,data/raw/phishing/sherazmehmoodqureshi.pk_761d9983.html
laz8899.vip,http://laz8899.vip,data/raw/phishing/laz8899.vip_bb34fae1.html
l.ead.me,https://l.ead.me/cf85235bfb6c66370a9dfdac399c4fec,data/raw/phishing/l.ead.me_e8272f3f.html
c551005.com:8989,https://c551005.com:8989,data/raw/phishing/c551005.com_8989_6fe5900d.html
sp.zhabite.com,https://sp.zhabite.com/steamstore/app/2615670/Bewitching_Sinners?snr=1_5_9__300,data/raw/phishing/sp.zhabite.com_ae0d5ec0.html
627961.cc,http://627961.cc,data/raw/phishing/627961.cc_98584472.html
sumberrejekiban.com,https://sumberrejekiban.com/supermarket/bower_components/dragula/cc/reschedul/auth/login.php,data/raw/phishing/sumberrejekiban.com_82017052.html
com1-6x.ws,https://com1-6x.ws/aU3V38/code.php,data/raw/phishing/com1-6x.ws_2c4cd015.html
discord.paypopeye.com,https://discord.paypopeye.com/?yclid=13864326496318128127,data/raw/phishing/discord.paypopeye.com_cb86bccc.html
zovkphgl.link,http://zovkphgl.link/,data/raw/phishing/zovkphgl.link_79efe047.html
roblox.tg,https://roblox.tg/games/15502500138/Just-a-baseplate?privateServerLinkCode=78695664372369438917482047125497,data/raw/phishing/roblox.tg_0b8b5fed.html
hxtxxkj.com,https://hxtxxkj.com/,data/raw/phishing/hxtxxkj.com_92fa4204.html
cb-new-notif.top,https://cb-new-notif.top/newtransfer?b=YTo0OntzOjU6ImxhYmVsIjtzOjA6IiI7czozOiJ1c3IiO2k6NjM1O3M6NDoibm9wZCI7czoxMToiZ2FtZXByb3guY2MiO3M6MToibyI7aTozNDt9,data/raw/phishing/cb-new-notif.top_e50f9b52.html
sbsuniversity.co.in,https://sbsuniversity.co.in/newcomswiss25/swisssa20244/swisscom/index2.php,data/raw/phishing/sbsuniversity.co.in_e263aa40.html
mylocker-choisir.net,https://mylocker-choisir.net/index.php,data/raw/phishing/mylocker-choisir.net_72bedd2b.html
67138975365.com,http://67138975365.com,data/raw/phishing/67138975365.com_2cb906c5.html
fc76.infroil.com,https://fc76.infroil.com,data/raw/phishing/fc76.infroil.com_8ec458aa.html
