screenshot_path,domain,hash_id,is_phishing
data/raw\screenshots\legit\www.youdao.com_b94be551.png,www.youdao.com,b94be551,0
data/raw\screenshots\legit\inleed.net_9821ac3e.png,inleed.net,9821ac3e,0
data/raw\screenshots\legit\www.tokyo-sports.co.jp_fa56fcc7.png,www.tokyo-sports.co.jp,fa56fcc7,0
data/raw\screenshots\phishing\99219z.com_a8f68653.png,99219z.com,a8f68653,1
data/raw\screenshots\legit\sbis.ru_a6cfd933.png,sbis.ru,a6cfd933,0
data/raw\screenshots\phishing\www.r.oblox.com.ms_89a23d0b.png,www.r.oblox.com.ms,89a23d0b,1
data/raw\screenshots\legit\www.cri.cn_16f14901.png,www.cri.cn,16f14901,0
data/raw\screenshots\phishing\oclean-nettoyage-debarras.fr_2fdd549b.png,oclean-nettoyage-debarras.fr,2fdd549b,1
data/raw\screenshots\phishing\g551005.cc_9bc553d3.png,g551005.cc,9bc553d3,1
data/raw\screenshots\phishing\cqbkzzncbt.anime-sama.fr.global.prod.fastly.net_75dfedf9.png,cqbkzzncbt.anime-sama.fr.global.prod.fastly.net,75dfedf9,1
data/raw\screenshots\phishing\m.jk96053.com_086bd3f0.png,m.jk96053.com,086bd3f0,1
data/raw\screenshots\phishing\transportanfrage.de_446c8e21.png,transportanfrage.de,446c8e21,1
data/raw\screenshots\phishing\m.bjnilaidianzhihui.com_05bba749.png,m.bjnilaidianzhihui.com,05bba749,1
data/raw\screenshots\phishing\outlook-live-authentitciteworkspaces.com_64d6e160.png,outlook-live-authentitciteworkspaces.com,64d6e160,1
data/raw\screenshots\legit\dropmms.com_5d8ad7a3.png,dropmms.com,5d8ad7a3,0
data/raw\screenshots\legit\www.albumaty.com_546f0c3f.png,www.albumaty.com,546f0c3f,0
data/raw\screenshots\legit\www.ctrip.com_920f06b4.png,www.ctrip.com,920f06b4,0
data/raw\screenshots\legit\www.vivo.com_0e29b4ed.png,www.vivo.com,0e29b4ed,0
data/raw\screenshots\legit\www.test-ipv6.com_a8899766.png,www.test-ipv6.com,a8899766,0
data/raw\screenshots\phishing\erfolgxr.com_8baf6aea.png,erfolgxr.com,8baf6aea,1
data/raw\screenshots\phishing\chatbot.page_cf5d2f6a.png,chatbot.page,cf5d2f6a,1
data/raw\screenshots\phishing\www.cs2buff163.com_08117df0.png,www.cs2buff163.com,08117df0,1
data/raw\screenshots\legit\javhd.today_415abd46.png,javhd.today,415abd46,0
data/raw\screenshots\legit\www.drift.com_d6997be6.png,www.drift.com,d6997be6,0
data/raw\screenshots\phishing\babyshopvip.com_f0ba450a.png,babyshopvip.com,f0ba450a,1
data/raw\screenshots\phishing\sqlrayzzy.click_646631c1.png,sqlrayzzy.click,646631c1,1
data/raw\screenshots\phishing\regularizar-pago-netflix.com_c1e13306.png,regularizar-pago-netflix.com,c1e13306,1
data/raw\screenshots\legit\p-bandai.jp_63a94c02.png,p-bandai.jp,63a94c02,0
data/raw\screenshots\phishing\pbgmobile-pc.ru_7d8d0c65.png,pbgmobile-pc.ru,7d8d0c65,1
data/raw\screenshots\legit\campaign.rtl.nl_4a694328.png,campaign.rtl.nl,4a694328,0
data/raw\screenshots\legit\www.coches.net_14d5ca3f.png,www.coches.net,14d5ca3f,0
data/raw\screenshots\phishing\paypalloginin-usa.blogspot.com.eg_1b95ea39.png,paypalloginin-usa.blogspot.com.eg,1b95ea39,1
data/raw\screenshots\legit\www.espn.com.ve_d5f1eb55.png,www.espn.com.ve,d5f1eb55,0
data/raw\screenshots\legit\www.boe.es_eed36916.png,www.boe.es,eed36916,0
data/raw\screenshots\phishing\mail.raofuturefinance.com.au_fcad9bdc.png,mail.raofuturefinance.com.au,fcad9bdc,1
data/raw\screenshots\legit\westmanga.fun_2d4609c8.png,westmanga.fun,2d4609c8,0
data/raw\screenshots\legit\www.wholefoodsmarket.com_bc4dcc9b.png,www.wholefoodsmarket.com,bc4dcc9b,0
data/raw\screenshots\legit\www.pingdom.com_574ec316.png,www.pingdom.com,574ec316,0
data/raw\screenshots\legit\upmc.com_e6b25833.png,upmc.com,e6b25833,0
data/raw\screenshots\phishing\insta.notificial-account-instas.com_f5f2d79e.png,insta.notificial-account-instas.com,f5f2d79e,1
data/raw\screenshots\legit\www.ucalgary.ca_fc1e42e6.png,www.ucalgary.ca,fc1e42e6,0
data/raw\screenshots\legit\test-ipv6.com_c978a45f.png,test-ipv6.com,c978a45f,0
data/raw\screenshots\phishing\loveproblemsolution.org_168ff391.png,loveproblemsolution.org,168ff391,1
data/raw\screenshots\phishing\my.sultools.com_2646b3e1.png,my.sultools.com,2646b3e1,1
data/raw\screenshots\phishing\rhbztbmvjc.top_f8e5774e.png,rhbztbmvjc.top,f8e5774e,1
data/raw\screenshots\phishing\www.h551005.cc_fa64456a.png,www.h551005.cc,fa64456a,1
data/raw\screenshots\legit\www.getgrass.io_f01cff4c.png,www.getgrass.io,f01cff4c,0
data/raw\screenshots\legit\www.clickagy.com_00d59fd6.png,www.clickagy.com,00d59fd6,0
data/raw\screenshots\legit\www.guardingvision.com_48116e83.png,www.guardingvision.com,48116e83,0
data/raw\screenshots\phishing\www.aa551000.com_8989_7fb8cf6f.png,www.aa551000.com,8989,1
data/raw\screenshots\phishing\b551008.cc_8989_290880e0.png,b551008.cc,8989,1
data/raw\screenshots\legit\opaque.net_1f224655.png,opaque.net,1f224655,0
data/raw\screenshots\legit\www.tomtom.com_f6b794a8.png,www.tomtom.com,f6b794a8,0
data/raw\screenshots\legit\monday.com_bcf06e39.png,monday.com,bcf06e39,0
data/raw\screenshots\phishing\w3742.cc_9bed79cd.png,w3742.cc,9bed79cd,1
data/raw\screenshots\legit\www.hankyung.com_480bd595.png,www.hankyung.com,480bd595,0
data/raw\screenshots\legit\www.ig.com.br_f1032838.png,www.ig.com.br,f1032838,0
data/raw\screenshots\legit\www2.coca-cola.com_7ee88dbc.png,www2.coca-cola.com,7ee88dbc,0
data/raw\screenshots\phishing\astrologyofchanges.com_5bce33ab.png,astrologyofchanges.com,5bce33ab,1
data/raw\screenshots\phishing\q551005.com_4b7d19d4.png,q551005.com,4b7d19d4,1
data/raw\screenshots\legit\www.ethz.ch_fba9fa52.png,www.ethz.ch,fba9fa52,0
data/raw\screenshots\legit\www.ikea.com_1a68a2de.png,www.ikea.com,1a68a2de,0
data/raw\screenshots\phishing\xcr44535.top_186ee588.png,xcr44535.top,186ee588,1
data/raw\screenshots\legit\www.instacart.com_8e050d0c.png,www.instacart.com,8e050d0c,0
data/raw\screenshots\legit\cdbaby.com_4e9f718b.png,cdbaby.com,4e9f718b,0
data/raw\screenshots\legit\www.google.com.uy_da8006c1.png,www.google.com.uy,da8006c1,0
data/raw\screenshots\legit\olhardigital.com.br_26ed891a.png,olhardigital.com.br,26ed891a,0
data/raw\screenshots\legit\bidease.com_b0af5aeb.png,bidease.com,b0af5aeb,0
data/raw\screenshots\phishing\6676757.sitex.sa.com_d17eea42.png,6676757.sitex.sa.com,d17eea42,1
data/raw\screenshots\phishing\6619m.com_2d883042.png,6619m.com,2d883042,1
data/raw\screenshots\legit\www.google.com.ag_5d3c4d1d.png,www.google.com.ag,5d3c4d1d,0
data/raw\screenshots\legit\sundaysky.com_c1519497.png,sundaysky.com,c1519497,0
data/raw\screenshots\phishing\huizhe.top_fd31e7ef.png,huizhe.top,fd31e7ef,1
data/raw\screenshots\phishing\us-bank-cancel-transaction.com_1b00eb67.png,us-bank-cancel-transaction.com,1b00eb67,1
data/raw\screenshots\phishing\talence.io_7e994549.png,talence.io,7e994549,1
data/raw\screenshots\legit\www.absher.sa_14f61f4c.png,www.absher.sa,14f61f4c,0
data/raw\screenshots\legit\www.serviporno.com_d42d5994.png,www.serviporno.com,d42d5994,0
data/raw\screenshots\legit\www.pornolandia.xxx_13a68b6f.png,www.pornolandia.xxx,13a68b6f,0
data/raw\screenshots\legit\www.filmstarts.de_f573780a.png,www.filmstarts.de,f573780a,0
data/raw\screenshots\legit\www.google.com.ph_5acf4dfe.png,www.google.com.ph,5acf4dfe,0
data/raw\screenshots\phishing\unilatina.edu.co_ee105e8d.png,unilatina.edu.co,ee105e8d,1
data/raw\screenshots\phishing\m.ebonieandivorie.com_7237ecba.png,m.ebonieandivorie.com,7237ecba,1
data/raw\screenshots\legit\www.spacex.com_37d385ca.png,www.spacex.com,37d385ca,0
data/raw\screenshots\phishing\www57365.cc_9f96639d.png,www57365.cc,9f96639d,1
data/raw\screenshots\legit\www.datastax.com_1dcee101.png,www.datastax.com,1dcee101,0
data/raw\screenshots\phishing\88686aa.com_39ba2247.png,88686aa.com,39ba2247,1
data/raw\screenshots\legit\ixdzs.tw_962a682c.png,ixdzs.tw,962a682c,0
data/raw\screenshots\legit\www.fotor.com_4245107b.png,www.fotor.com,4245107b,0
data/raw\screenshots\phishing\95cp000.com_1a7d50ae.png,95cp000.com,1a7d50ae,1
data/raw\screenshots\phishing\www.oldmansbubishi.com_54d05308.png,www.oldmansbubishi.com,54d05308,1
data/raw\screenshots\legit\www.lepoint.fr_0ad4ee71.png,www.lepoint.fr,0ad4ee71,0
data/raw\screenshots\legit\www.google.co.kr_fad85b73.png,www.google.co.kr,fad85b73,0
data/raw\screenshots\legit\www.pornhat.one_53878c43.png,www.pornhat.one,53878c43,0
data/raw\screenshots\legit\fuckmoral.com_c1b469bd.png,fuckmoral.com,c1b469bd,0
data/raw\screenshots\legit\www.xiaoyi.com_35e2680b.png,www.xiaoyi.com,35e2680b,0
data/raw\screenshots\phishing\3658521.cc_2ddfc92e.png,3658521.cc,2ddfc92e,1
data/raw\screenshots\phishing\www.bet6505365.com_1c44bd58.png,www.bet6505365.com,1c44bd58,1
data/raw\screenshots\legit\taoa.com_190c7289.png,taoa.com,190c7289,0
data/raw\screenshots\phishing\https-wvww-roblox.com_f59c5894.png,https-wvww-roblox.com,f59c5894,1
data/raw\screenshots\legit\www.clever.com_b9f3a41d.png,www.clever.com,b9f3a41d,0
data/raw\screenshots\legit\www.tomtom.com_32926a3b.png,www.tomtom.com,32926a3b,0
data/raw\screenshots\phishing\wap.megabytecomputers.net_40d7a835.png,wap.megabytecomputers.net,40d7a835,1
data/raw\screenshots\legit\www.1337x.to_91a4591c.png,www.1337x.to,91a4591c,0
data/raw\screenshots\legit\pch.com_cf94c5eb.png,pch.com,cf94c5eb,0
data/raw\screenshots\legit\infourok.ru_62ce9daf.png,infourok.ru,62ce9daf,0
data/raw\screenshots\phishing\csgotm.net_d7b74c98.png,csgotm.net,d7b74c98,1
data/raw\screenshots\legit\mosyle.com_e0aed503.png,mosyle.com,e0aed503,0
data/raw\screenshots\legit\www.ctrls.in_03e73667.png,www.ctrls.in,03e73667,0
data/raw\screenshots\legit\www.fao.org_d44bcbbc.png,www.fao.org,d44bcbbc,0
data/raw\screenshots\legit\www.mercadopago.com_5fa23c30.png,www.mercadopago.com,5fa23c30,0
data/raw\screenshots\legit\www.arduino.cc_b19b7e8a.png,www.arduino.cc,b19b7e8a,0
data/raw\screenshots\legit\www.umass.edu_10f55d8c.png,www.umass.edu,10f55d8c,0
data/raw\screenshots\phishing\www.bitvavo.com.nl.services.cyberbhartiyam.com_e679c8b7.png,www.bitvavo.com.nl.services.cyberbhartiyam.com,e679c8b7,1
data/raw\screenshots\legit\www.google.md_8400eeb3.png,www.google.md,8400eeb3,0
data/raw\screenshots\phishing\jp0818.linxsf.win_65098e91.png,jp0818.linxsf.win,65098e91,1
data/raw\screenshots\legit\yandex.ru_1c467239.png,yandex.ru,1c467239,0
data/raw\screenshots\phishing\instapro.net.pk_71378884.png,instapro.net.pk,71378884,1
data/raw\screenshots\phishing\hjte6ong-wjs666com-13099612171-wjs666.com_846f7e29.png,hjte6ong-wjs666com-13099612171-wjs666.com,846f7e29,1
data/raw\screenshots\legit\naturecaptions.com_80e98c8d.png,naturecaptions.com,80e98c8d,0
data/raw\screenshots\phishing\i551000.cc_8989_b61b6738.png,i551000.cc,8989,1
data/raw\screenshots\phishing\app-office03voicemail-protection.com_a1f8ab79.png,app-office03voicemail-protection.com,a1f8ab79,1
data/raw\screenshots\legit\www.jquery.com_26c67549.png,www.jquery.com,26c67549,0
data/raw\screenshots\phishing\m2024163.com_7f1dbc07.png,m2024163.com,7f1dbc07,1
data/raw\screenshots\legit\webdav.org_8ac6b8a5.png,webdav.org,8ac6b8a5,0
data/raw\screenshots\legit\www.axis.com_69657b13.png,www.axis.com,69657b13,0
data/raw\screenshots\phishing\www.it-supportdesk.com_d3897955.png,www.it-supportdesk.com,d3897955,1
data/raw\screenshots\phishing\mail.raofuturefinance.com.au_bf76c1c4.png,mail.raofuturefinance.com.au,bf76c1c4,1
data/raw\screenshots\phishing\728147.cc_597aa6fa.png,728147.cc,597aa6fa,1
data/raw\screenshots\phishing\cashing911.com_c321f6db.png,cashing911.com,c321f6db,1
data/raw\screenshots\legit\www.afr.com_91373999.png,www.afr.com,91373999,0
data/raw\screenshots\legit\xxxvideo.link_1f01b295.png,xxxvideo.link,1f01b295,0
data/raw\screenshots\phishing\qwzpmkxnch.wiki_4dc14213.png,qwzpmkxnch.wiki,4dc14213,1
data/raw\screenshots\phishing\bncomontepio.com_1b3e3c1f.png,bncomontepio.com,1b3e3c1f,1
data/raw\screenshots\phishing\www62753b.com_77fbef00.png,www62753b.com,77fbef00,1
data/raw\screenshots\legit\www.sketchup.com_306da705.png,www.sketchup.com,306da705,0
data/raw\screenshots\phishing\rakuten82.cc_652a62dd.png,rakuten82.cc,652a62dd,1
data/raw\screenshots\legit\infourok.ru_074ff28b.png,infourok.ru,074ff28b,0
data/raw\screenshots\phishing\us46031ymj.us08ap85c1.co_6179265f.png,us46031ymj.us08ap85c1.co,6179265f,1
data/raw\screenshots\legit\hentaiforce.net_3d244f73.png,hentaiforce.net,3d244f73,0
data/raw\screenshots\legit\prom.ua_1d295760.png,prom.ua,1d295760,0
data/raw\screenshots\phishing\www.mallrakutenshop.com_cfdb5bf3.png,www.mallrakutenshop.com,cfdb5bf3,1
data/raw\screenshots\legit\www.ethz.ch_598fcd34.png,www.ethz.ch,598fcd34,0
data/raw\screenshots\legit\rebrand.ly_64d17465.png,rebrand.ly,64d17465,0
data/raw\screenshots\phishing\www.bsswapp.com_ef283cb2.png,www.bsswapp.com,ef283cb2,1
data/raw\screenshots\legit\zapier.com_ecf7e57c.png,zapier.com,ecf7e57c,0
data/raw\screenshots\phishing\redwhatsapp.com_7b5ba0c4.png,redwhatsapp.com,7b5ba0c4,1
data/raw\screenshots\phishing\jianzaoxianfeng.com_8fa2c00a.png,jianzaoxianfeng.com,8fa2c00a,1
data/raw\screenshots\phishing\www.racingparts.ru_f8252c4d.png,www.racingparts.ru,f8252c4d,1
data/raw\screenshots\phishing\store.workshopfile.com_16cc7882.png,store.workshopfile.com,16cc7882,1
data/raw\screenshots\phishing\365.qwe123-asd456-zxc789.365668.top_efe9909b.png,365.qwe123-asd456-zxc789.365668.top,efe9909b,1
data/raw\screenshots\legit\www.pornolandia.xxx_a6b84029.png,www.pornolandia.xxx,a6b84029,0
data/raw\screenshots\legit\www.aol.co.uk_6d09f5bd.png,www.aol.co.uk,6d09f5bd,0
data/raw\screenshots\legit\vkplay.ru_cb440232.png,vkplay.ru,cb440232,0
data/raw\screenshots\legit\www.telkomsel.com_ac76c59e.png,www.telkomsel.com,ac76c59e,0
data/raw\screenshots\legit\www.ppomppu.co.kr_1da378fb.png,www.ppomppu.co.kr,1da378fb,0
data/raw\screenshots\legit\www.google.com.kw_d0559a21.png,www.google.com.kw,d0559a21,0
data/raw\screenshots\legit\www.volkswagen.de_443_d974b4d2.png,www.volkswagen.de,443,0
data/raw\screenshots\phishing\5510001.net_9d864bcf.png,5510001.net,9d864bcf,1
data/raw\screenshots\legit\hotxv.com_4585ae22.png,hotxv.com,4585ae22,0
data/raw\screenshots\legit\www.farpost.ru_79f08def.png,www.farpost.ru,79f08def,0
data/raw\screenshots\legit\www.tokyomotion.net_521b09c9.png,www.tokyomotion.net,521b09c9,0
data/raw\screenshots\legit\www.tokyo-sports.co.jp_5439505b.png,www.tokyo-sports.co.jp,5439505b,0
data/raw\screenshots\legit\www.kde.org_317e5fce.png,www.kde.org,317e5fce,0
data/raw\screenshots\legit\support.digitallocker.gov.in_566a0fbe.png,support.digitallocker.gov.in,566a0fbe,0
data/raw\screenshots\legit\www.qcloud.com_a87da460.png,www.qcloud.com,a87da460,0
data/raw\screenshots\legit\www.umass.edu_136c3fc3.png,www.umass.edu,136c3fc3,0
data/raw\screenshots\phishing\5510001.top_edec944d.png,5510001.top,edec944d,1
data/raw\screenshots\legit\www.vivo.com_5ad6b77d.png,www.vivo.com,5ad6b77d,0
data/raw\screenshots\phishing\eebtbroadband.plutio.com_692ad1aa.png,eebtbroadband.plutio.com,692ad1aa,1
data/raw\screenshots\legit\www.law.com_0a2e5b7d.png,www.law.com,0a2e5b7d,0
data/raw\screenshots\legit\www.worldatlas.com_0d419e1b.png,www.worldatlas.com,0d419e1b,0
data/raw\screenshots\legit\jquery.com_2eee8b4a.png,jquery.com,2eee8b4a,0
data/raw\screenshots\legit\ads.sisal.it_8d55c124.png,ads.sisal.it,8d55c124,0
data/raw\screenshots\legit\p-bandai.jp_3dec5ef4.png,p-bandai.jp,3dec5ef4,0
data/raw\screenshots\phishing\daisyclothing.vip_78a745b6.png,daisyclothing.vip,78a745b6,1
data/raw\screenshots\legit\www.mulesoft.com_58ff8d62.png,www.mulesoft.com,58ff8d62,0
data/raw\screenshots\phishing\luxurytraveller.info_5815cc3b.png,luxurytraveller.info,5815cc3b,1
data/raw\screenshots\phishing\parnomet.shop_a35c8367.png,parnomet.shop,a35c8367,1
data/raw\screenshots\phishing\web.krakencoin.cn_ae8888bb.png,web.krakencoin.cn,ae8888bb,1
data/raw\screenshots\legit\www.google.co.kr_eb6970c4.png,www.google.co.kr,eb6970c4,0
data/raw\screenshots\legit\www.porndr.com_59ad6c86.png,www.porndr.com,59ad6c86,0
data/raw\screenshots\phishing\autoandmarineupholstery.com_0f2c419e.png,autoandmarineupholstery.com,0f2c419e,1
data/raw\screenshots\phishing\prefer.icu_4414bb98.png,prefer.icu,4414bb98,1
data/raw\screenshots\legit\www.clickagy.com_09867239.png,www.clickagy.com,09867239,0
data/raw\screenshots\phishing\6ibkyf0om5u.netlify.app_209c1eab.png,6ibkyf0om5u.netlify.app,209c1eab,1
data/raw\screenshots\legit\jquery.com_32b2c303.png,jquery.com,32b2c303,0
data/raw\screenshots\phishing\flankspeed.sharepoint-mil.us_20559497.png,flankspeed.sharepoint-mil.us,20559497,1
data/raw\screenshots\phishing\sellcentralamazonsupport-de.publittec.com.br_c59d37f5.png,sellcentralamazonsupport-de.publittec.com.br,c59d37f5,1
data/raw\screenshots\phishing\www.b551008.cc_8e67630c.png,www.b551008.cc,8e67630c,1
data/raw\screenshots\legit\www.immobilienscout24.de_35df6dde.png,www.immobilienscout24.de,35df6dde,0
data/raw\screenshots\phishing\1336ooo0.com_4810f8c8.png,1336ooo0.com,4810f8c8,1
data/raw\screenshots\legit\www.tf1info.fr_34f8cd57.png,www.tf1info.fr,34f8cd57,0
data/raw\screenshots\legit\www.counterpane.com_15789793.png,www.counterpane.com,15789793,0
data/raw\screenshots\legit\www.youporn.com_4e468e7e.png,www.youporn.com,4e468e7e,0
data/raw\screenshots\phishing\b25fff.com_02da37af.png,b25fff.com,02da37af,1
data/raw\screenshots\legit\www.myntra.com_2700ecb4.png,www.myntra.com,2700ecb4,0
data/raw\screenshots\phishing\8868603.com_04bfc516.png,8868603.com,04bfc516,1
data/raw\screenshots\legit\www.shayanews.com_ca5a42ce.png,www.shayanews.com,ca5a42ce,0
data/raw\screenshots\legit\www.google.co.tz_4233ecdd.png,www.google.co.tz,4233ecdd,0
data/raw\screenshots\legit\xxxvideo.best_bdbd38b8.png,xxxvideo.best,bdbd38b8,0
data/raw\screenshots\legit\sendpulse.com_1cbd15d9.png,sendpulse.com,1cbd15d9,0
data/raw\screenshots\legit\bit.ly_9794aedf.png,bit.ly,9794aedf,0
data/raw\screenshots\legit\www.google.com.uy_0ac0e303.png,www.google.com.uy,0ac0e303,0
data/raw\screenshots\legit\www.timesnownews.com_cd0cac61.png,www.timesnownews.com,cd0cac61,0
data/raw\screenshots\phishing\ab66kai.com_04456091.png,ab66kai.com,04456091,1
data/raw\screenshots\legit\www.kmv.ru_eec0f362.png,www.kmv.ru,eec0f362,0
data/raw\screenshots\phishing\www.fndedtrdplus.com_b8ca74c2.png,www.fndedtrdplus.com,b8ca74c2,1
data/raw\screenshots\legit\baycrews.jp_443_7a7fbfbc.png,baycrews.jp,443,0
data/raw\screenshots\legit\developer.quicksetcloud.com_415ffc76.png,developer.quicksetcloud.com,415ffc76,0
data/raw\screenshots\legit\pikabu.ru_1277c07c.png,pikabu.ru,1277c07c,0
data/raw\screenshots\phishing\dsp.amazon-logistics.com_e605cc57.png,dsp.amazon-logistics.com,e605cc57,1
data/raw\screenshots\legit\tuma.jp_9dce4795.png,tuma.jp,9dce4795,0
data/raw\screenshots\legit\diet.health.com_12dc5604.png,diet.health.com,12dc5604,0
data/raw\screenshots\phishing\hm-revenue-customsincometax-enquiries-668d3b1e91ce1.smartaromas.com_2c30d4fc.png,hm-revenue-customsincometax-enquiries-668d3b1e91ce1.smartaromas.com,2c30d4fc,1
data/raw\screenshots\legit\www.pingdom.com_f25ecad8.png,www.pingdom.com,f25ecad8,0
data/raw\screenshots\phishing\wap.thebigbarrel.com_d6ed4e8a.png,wap.thebigbarrel.com,d6ed4e8a,1
data/raw\screenshots\legit\dnevnik.ru_43de518f.png,dnevnik.ru,43de518f,0
data/raw\screenshots\phishing\www.3a6b5c6.cc_87371886.png,www.3a6b5c6.cc,87371886,1
data/raw\screenshots\legit\www.dawn.com_365f6907.png,www.dawn.com,365f6907,0
data/raw\screenshots\phishing\x33896.com_84add3d6.png,x33896.com,84add3d6,1
data/raw\screenshots\phishing\linkin.bio_eddeda5c.png,linkin.bio,eddeda5c,1
data/raw\screenshots\legit\www.pdffiller.com_660f6f29.png,www.pdffiller.com,660f6f29,0
data/raw\screenshots\phishing\re-livraisons.com_98b32a6c.png,re-livraisons.com,98b32a6c,1
data/raw\screenshots\phishing\online.fliphtml5.com_c22a75d6.png,online.fliphtml5.com,c22a75d6,1
data/raw\screenshots\legit\xxxvideo.link_5ebbc9bd.png,xxxvideo.link,5ebbc9bd,0
data/raw\screenshots\phishing\agripro-fr-e33e6a92f474e96bf.com_7a4b547b.png,agripro-fr-e33e6a92f474e96bf.com,7a4b547b,1
data/raw\screenshots\legit\www.sohu.com_6b67dd3c.png,www.sohu.com,6b67dd3c,0
data/raw\screenshots\phishing\93k7.com_b7a70679.png,93k7.com,b7a70679,1
data/raw\screenshots\legit\centurylink.net_1726ca27.png,centurylink.net,1726ca27,0
data/raw\screenshots\phishing\www.saibty90.cc_8989_314ea086.png,www.saibty90.cc,8989,1
data/raw\screenshots\phishing\6446gx.com_e97a4a5f.png,6446gx.com,e97a4a5f,1
data/raw\screenshots\phishing\5510002.net_faf266fc.png,5510002.net,faf266fc,1
data/raw\screenshots\phishing\770001.com_d83a83ed.png,770001.com,d83a83ed,1
data/raw\screenshots\legit\www.csmonitor.com_19f990e8.png,www.csmonitor.com,19f990e8,0
data/raw\screenshots\phishing\www.551005q.cc_5cb34775.png,www.551005q.cc,5cb34775,1
data/raw\screenshots\legit\www.discovermagazine.com_0f812b5c.png,www.discovermagazine.com,0f812b5c,0
data/raw\screenshots\legit\www.google.gr_4666de41.png,www.google.gr,4666de41,0
data/raw\screenshots\phishing\www.grwebsites.com_9e605a37.png,www.grwebsites.com,9e605a37,1
data/raw\screenshots\phishing\ysl5250.com_193ec8a0.png,ysl5250.com,193ec8a0,1
data/raw\screenshots\legit\www.ilfattoquotidiano.it_443_5dca2ae6.png,www.ilfattoquotidiano.it,443,0
data/raw\screenshots\legit\www.nottingham.ac.uk_523f22a0.png,www.nottingham.ac.uk,523f22a0,0
data/raw\screenshots\legit\www.xs4all.nl_443_4cb0761b.png,www.xs4all.nl,443,0
data/raw\screenshots\legit\www.mo.gov_cbc99ce8.png,www.mo.gov,cbc99ce8,0
data/raw\screenshots\legit\www.adsrvr.org_54b082a1.png,www.adsrvr.org,54b082a1,0
data/raw\screenshots\legit\www.hdfcbank.com_e3e8c1a4.png,www.hdfcbank.com,e3e8c1a4,0
data/raw\screenshots\phishing\3365365.vip_f00c621a.png,3365365.vip,f00c621a,1
data/raw\screenshots\legit\sbis.ru_e036fef9.png,sbis.ru,e036fef9,0
data/raw\screenshots\legit\mamastar.jp_031a70b5.png,mamastar.jp,031a70b5,0
data/raw\screenshots\phishing\share-eu1.hsforms.com_00966ab6.png,share-eu1.hsforms.com,00966ab6,1
data/raw\screenshots\legit\www.myfitnesspal.com_4ceb05c0.png,www.myfitnesspal.com,4ceb05c0,0
data/raw\screenshots\phishing\tpwalle.vip_54ddbd7b.png,tpwalle.vip,54ddbd7b,1
data/raw\screenshots\legit\www.ml.com_0a1ad5a3.png,www.ml.com,0a1ad5a3,0
data/raw\screenshots\legit\www.proquest.com_63192ab4.png,www.proquest.com,63192ab4,0
data/raw\screenshots\legit\gallop.sanspo.com_63bf4548.png,gallop.sanspo.com,63bf4548,0
data/raw\screenshots\legit\www.futura-sciences.com_aa2f65f4.png,www.futura-sciences.com,aa2f65f4,0
data/raw\screenshots\legit\www.huaweicloud.com_6651eb0b.png,www.huaweicloud.com,6651eb0b,0
data/raw\screenshots\legit\www.mo.gov_8095eea4.png,www.mo.gov,8095eea4,0
data/raw\screenshots\legit\www.mapbox.com_599e7aa2.png,www.mapbox.com,599e7aa2,0
data/raw\screenshots\phishing\fc76.infroil.com_8ec458aa.png,fc76.infroil.com,8ec458aa,1
data/raw\screenshots\legit\www.pornhat.one_6a8ec8da.png,www.pornhat.one,6a8ec8da,0
data/raw\screenshots\phishing\3658520.cc_f082af9d.png,3658520.cc,f082af9d,1
data/raw\screenshots\phishing\bte3656.com_85f4fd64.png,bte3656.com,85f4fd64,1
data/raw\screenshots\phishing\www.mobilleepayyllafii.com_ed94a1ea.png,www.mobilleepayyllafii.com,ed94a1ea,1
data/raw\screenshots\phishing\688cp888.vip_6440ba95.png,688cp888.vip,6440ba95,1
data/raw\screenshots\legit\priceoye.pk_a3509479.png,priceoye.pk,a3509479,0
data/raw\screenshots\phishing\sea.avbzwgb7.eu.org_dc4565b7.png,sea.avbzwgb7.eu.org,dc4565b7,1
data/raw\screenshots\phishing\aa68888.com_73c89700.png,aa68888.com,73c89700,1
data/raw\screenshots\phishing\cb-new-notif.top_443_36f1a700.png,cb-new-notif.top,443,1
data/raw\screenshots\phishing\q551001.com_e136febf.png,q551001.com,e136febf,1
data/raw\screenshots\phishing\new.express.adobe.com_5d059545.png,new.express.adobe.com,5d059545,1
data/raw\screenshots\legit\www.umd.edu_beb04008.png,www.umd.edu,beb04008,0
data/raw\screenshots\phishing\688cp555.vip_0e2e89a2.png,688cp555.vip,0e2e89a2,1
data/raw\screenshots\phishing\bo.komirixan.ru_be121518.png,bo.komirixan.ru,be121518,1
data/raw\screenshots\legit\www.thenation.com_540e7e8b.png,www.thenation.com,540e7e8b,0
data/raw\screenshots\legit\www.google.co.kr_cf02a6a7.png,www.google.co.kr,cf02a6a7,0
data/raw\screenshots\legit\www.united.com_5c66516f.png,www.united.com,5c66516f,0
data/raw\screenshots\phishing\microsoft.securityresponse.org_8dc859da.png,microsoft.securityresponse.org,8dc859da,1
data/raw\screenshots\legit\www.united.com_6556a141.png,www.united.com,6556a141,0
data/raw\screenshots\phishing\dmmarket.net_ee2387d8.png,dmmarket.net,ee2387d8,1
data/raw\screenshots\phishing\fapasxixon.com_04c14ed8.png,fapasxixon.com,04c14ed8,1
