domain,url,html_file,is_phishing
device.login.takeoclinic.com,https://device.login.takeoclinic.com,data/raw/phishing/device.login.takeoclinic.com_9412efe1.html,1
www.loichelias.shop,https://www.loichelias.shop/,data/raw/phishing/www.loichelias.shop_16e66435.html,1
tuma.jp,https://tuma.jp/chuushikoku/honey.cgi?pg=50,data/raw/legit/tuma.jp_32831543.html,0
novashophub.com,https://novashophub.com/,data/raw/phishing/novashophub.com_30510b41.html,1
nrfn.0n7b1ogf0p1.top,http://nrfn.0n7b1ogf0p1.top,data/raw/phishing/nrfn.0n7b1ogf0p1.top_23b7e49f.html,1
zenodo.org,https://zenodo.org/badge/latestdoi/100978874,data/raw/legit/zenodo.org_dfbc4214.html,0
telegrrag.cc,https://telegrrag.cc/apps.html,data/raw/phishing/telegrrag.cc_2946361e.html,1
www.bianance-gold-1.com,https://www.bianance-gold-1.com/Index/gglist,data/raw/phishing/www.bianance-gold-1.com_3162ce85.html,1
aol.co.uk,https://www.aol.co.uk/18-old-pleads-not-guilty-105634534.html,data/raw/legit/www.aol.co.uk_6d09f5bd.html,0
deepai.org,https://deepai.org/,data/raw/legit/deepai.org_27f6ddfa.html,0
telegramvqc.cc,https://telegramvqc.cc/EN/,data/raw/phishing/telegramvqc.cc_d9d2b67b.html,1
google.de,http://www.google.de/,data/raw/legit/www.google.de_1b1188c0.html,0
bet938u.com,https://bet938u.com/,data/raw/phishing/bet938u.com_de169edf.html,1
naslovi.net,https://naslovi.net/,data/raw/legit/naslovi.net_c1a39ebe.html,0
powerbi.com,https://www.powerbi.com/?WT.mc_id=Blog_GA_Desktop,data/raw/legit/www.powerbi.com_1ff0e034.html,0
google.com.ph,http://www.google.com.ph/addurl/?continue=/addurl,data/raw/legit/www.google.com.ph_85fd2487.html,0
mamastar.jp,https://mamastar.jp/bbs/comment.do?topicId=3013765&commentNo=1,data/raw/legit/mamastar.jp_031a70b5.html,0
dana-cicil.cek-card.com,https://dana-cicil.cek-card.com/id,data/raw/phishing/dana-cicil.cek-card.com_179f0b67.html,1
5838163365.com,http://5838163365.com,data/raw/phishing/5838163365.com_1880a573.html,1
linkin.bio,https://linkin.bio/ferryhooby/,data/raw/phishing/linkin.bio_eddeda5c.html,1
sxhhtest.com,http://sxhhtest.com/,data/raw/phishing/sxhhtest.com_f7de085f.html,1
7893656.vip,https://7893656.vip,data/raw/phishing/7893656.vip_364f5e7b.html,1
archives.gov,http://archives.gov,data/raw/legit/archives.gov_a71630b1.html,0
www.yellowstone-marketing.com,http://www.yellowstone-marketing.com/fbm/cable/Earthcore/,data/raw/phishing/www.yellowstone-marketing.com_a153eccb.html,1
bund.de,https://bund.de/robots.txt,data/raw/legit/bund.de_b0f681ef.html,0
dingtalk.com,https://www.dingtalk.com,data/raw/legit/www.dingtalk.com_666f035b.html,0
steamcommunllity.com,https://steamcommunllity.com/9998199782,data/raw/phishing/steamcommunllity.com_f3fb8a82.html,1
ppt.cc,https://ppt.cc/fBwZox,data/raw/phishing/ppt.cc_1ac19b6d.html,1
www.a8b0c6.cn,http://www.a8b0c6.cn,data/raw/phishing/www.a8b0c6.cn_7e3527fd.html,1
squirt.org,https://www.squirt.org/at/niederoesterreich/baden,data/raw/legit/www.squirt.org_61fb4e5a.html,0
ppomppu.co.kr,https://www.ppomppu.co.kr/,data/raw/legit/www.ppomppu.co.kr_1da378fb.html,0
steamecommunnity.com,https://steamecommunnity.com/104291862,data/raw/phishing/steamecommunnity.com_5fb4b1c6.html,1
gagliardicirugiaplastica.com,http://gagliardicirugiaplastica.com/js1/files/top.html,data/raw/phishing/gagliardicirugiaplastica.com_9aec1089.html,1
clickagy.com,https://www.clickagy.com/ccpa,data/raw/legit/www.clickagy.com_00d59fd6.html,0
pingdom.com,https://www.pingdom.com/?CHL-DFT-PRLC-X_E_IL_X_X_X_EN_X_X-PING-20201029_X_X_PING_X_X-X,data/raw/legit/www.pingdom.com_0bafe0d1.html,0
google.com.tr,http://www.google.com.tr/about/careers/locations/mountain-view/,data/raw/legit/www.google.com.tr_328d65c8.html,0
bbci.co.uk,https://radiospi.api.bbci.co.uk/docs/api.authorisation.html,data/raw/legit/radiospi.api.bbci.co.uk_07070ed0.html,0
bbci.co.uk,https://radiospi.api.bbci.co.uk/docs/,data/raw/legit/radiospi.api.bbci.co.uk_bd1cccfa.html,0
vbgjww.hh8sfwsx.cf,https://vbgjww.hh8sfwsx.cf/,data/raw/phishing/vbgjww.hh8sfwsx.cf_b06b5513.html,1
tomshardware.com,https://www.tomshardware.com/2006/05/10/dual_41_ghz_cores,data/raw/legit/www.tomshardware.com_3fc77381.html,0
www.asociacion-felina-argentina.com,https://www.asociacion-felina-argentina.com/wp9/Hinet.Html,data/raw/phishing/www.asociacion-felina-argentina.com_eeb2b088.html,1
tv-asahi.co.jp,http://www.tv-asahi.co.jp/,data/raw/legit/www.tv-asahi.co.jp_e30e7fbc.html,0
97h70.com,http://97h70.com/,data/raw/phishing/97h70.com_d7871256.html,1
v2r.wwwzls.pp.ua,https://v2r.wwwzls.pp.ua/,data/raw/phishing/v2r.wwwzls.pp.ua_fa7417b6.html,1
www.e-receipts.co,https://www.e-receipts.co/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6ImRhMGNlNmY1LWQ1YTctNGQ0Ni1iZDU1LWZiNzQxZjNhMDc1NSIsImNlbGwiOiJodHRwczovL3Vib3p4eTh0cjkuZXhlY3V0ZS1hcGkuZXUtd2VzdC0xLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiY2ZhMDUwMjctMTYzMi00ZWU2LTkyNTAtY2JjZmRjZThhZDNmIiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiZGlyZWN0X2RlbGl2ZXJ5Ijp0cnVlLCJpYXQiOjE3NDI1NjY4NTMsImlzcyI6Imh0dHBzOi8vYXBwLnBoaXNodGhyZWF0LmNvbSIsImV4cCI6MTc1MDM0Mjg1M30.Pjsft_01fcpPgu95cZLK82dpayhWINLJm0TZA7-y09s,data/raw/phishing/www.e-receipts.co_102336e5.html,1
prodoctorov.ru,https://prodoctorov.ru/abakan/vrach/658459-fateev/,data/raw/legit/prodoctorov.ru_31888209.html,0
tampabay.com,https://www.tampabay.com,data/raw/legit/www.tampabay.com_45a04fab.html,0
vn.run,https://vn.run/@pagehelp05,data/raw/phishing/vn.run_30b44fd1.html,1
midiakit.net,https://midiakit.net/meta-support-es-es-facebook,data/raw/phishing/midiakit.net_8c830e49.html,1
xiaoyi.com,http://www.xiaoyi.com/aishop/Home/Index/form,data/raw/legit/www.xiaoyi.com_35e2680b.html,0
simulador.rgneuquen.com.ar,http://simulador.rgneuquen.com.ar/util/css/login/generale/generale/home,data/raw/phishing/simulador.rgneuquen.com.ar_ce08fa0c.html,1
extra.cz,https://www.extra.cz/10-duvodu-proc-je-mdz-straslive-blby-svatek-stejne-jako-kazdy-jiny-svatek,data/raw/legit/www.extra.cz_107a62e8.html,0
sgnic.sg,https://www.sgnic.sg/about-us/our-management-team,data/raw/legit/www.sgnic.sg_28eca8b1.html,0
thepioneerwoman.com,https://shop.thepioneerwoman.com/car-and-driver-magazine-subscription-1-year-social.html,data/raw/legit/shop.thepioneerwoman.com_e410b4cd.html,0
brivo.com,https://www.brivo.com,data/raw/legit/www.brivo.com_bd097e27.html,0
letsencrypt.org,https://letsencrypt.org/2015/04/14/ncc-group-audit,data/raw/legit/letsencrypt.org_c66ef90b.html,0
55115b.com,https://55115b.com,data/raw/phishing/55115b.com_25f3d3f5.html,1
zohopublic.com,https://zohopublic.com/,data/raw/legit/zohopublic.com_41958406.html,0
overleaf.com,https://www.overleaf.com/15352478jfxzzqfbzyxt,data/raw/legit/www.overleaf.com_32e04b5c.html,0
naslovi.net,http://www.naslovi.net/2016-01-19/beta-video/beograd-dobija-pet-elektricnih-autobusa/17900602,data/raw/legit/www.naslovi.net_6aedba06.html,0
com1-6x.ws,https://com1-6x.ws/aU3V38/code.php,data/raw/phishing/com1-6x.ws_2c4cd015.html,1
dynatrace.com,https://www.dynatrace.com/,data/raw/legit/www.dynatrace.com_30f7873f.html,0
filmstarts.de,https://www.filmstarts.de/dvd/,data/raw/legit/www.filmstarts.de_c9258fad.html,0
thesaurus.com,http://thesaurus.com?lid=262,data/raw/legit/thesaurus.com_3ab20665.html,0
ubaregister.com.ng,https://ubaregister.com.ng/za/abeta/second/apple/,data/raw/phishing/ubaregister.com.ng_074f7f85.html,1
reklamaallegroads.pl,https://reklamaallegroads.pl,data/raw/phishing/reklamaallegroads.pl_45caf7c0.html,1
battwo.com,https://battwo.com/browse?langs=en,data/raw/legit/battwo.com_2e3a2fcd.html,0
datastax.com,https://www.datastax.com/2012/10/datastax-appoints-silicon-valley-entrepreneur-andrew-feldman-to-board-of-directors,data/raw/legit/www.datastax.com_e2ddac26.html,0
www.mobillepaylafii.com,http://www.mobillepaylafii.com/,data/raw/phishing/www.mobillepaylafii.com_3c88708d.html,1
stearncomnunity.com,https://stearncomnunity.com/promo/gift/activation=ALFG-4545-SERF,data/raw/phishing/stearncomnunity.com_4f84d9ac.html,1
dropmms.com,https://dropmms.com/,data/raw/legit/dropmms.com_318adcaa.html,0
hubspot.net,https://cdn1.hubspot.net/hubfs/4979575/ebooks/ECI%20Content%20ESG%20WhitePaper%20March%202021.pdf,data/raw/legit/cdn1.hubspot.net_1e9abd33.html,0
9765vip20.com,http://9765vip20.com/,data/raw/phishing/9765vip20.com_6855397c.html,1
adblockplus.org,https://adblockplus.org/?ref=europeanbitcoiners.com,data/raw/legit/adblockplus.org_4f53b873.html,0
365.qwe123-asd456-zxc789.xinxuezz.com,https://365.qwe123-asd456-zxc789.xinxuezz.com/xin,data/raw/phishing/365.qwe123-asd456-zxc789.xinxuezz.com_195e3786.html,1
szrjxkj.com,http://szrjxkj.com/shuziquan/8621.html,data/raw/phishing/szrjxkj.com_931392bc.html,1
fotor.com,https://www.fotor.com/?sscid=a1k4_7bmgq,data/raw/legit/www.fotor.com_a4b3aea2.html,0
www.cstoursandtravels.com,http://www.cstoursandtravels.com/were.php,data/raw/phishing/www.cstoursandtravels.com_b15d0258.html,1
staemcomrnunlty.com,https://staemcomrnunlty.com/tradeoffers/new/partners=2253202000AreS&token=TLgzJ132,data/raw/phishing/staemcomrnunlty.com_2e1addd1.html,1
phpmyadmin.net,http://phpmyadmin.net/auth_key,data/raw/legit/phpmyadmin.net_ca810920.html,0
www.dropmid.com,http://www.dropmid.com/m/login/,data/raw/phishing/www.dropmid.com_adcac08c.html,1
priceline.com,http://priceline.com,data/raw/legit/priceline.com_2ab5b0a5.html,0
spotify.net,https://spotify.net/mellon/login?ReturnTo=https%3A%2F%2Fspotify.net%2F&IdP=http%3A%2F%2Fwww.okta.com%2Fexk6vfwgijPqP7VZg1t7,data/raw/legit/spotify.net_77c88937.html,0
producthunt.com,https://www.Producthunt.com/,data/raw/legit/www.Producthunt.com_28d8a8b5.html,0
infourok.ru,https://infourok.ru/16_zheltosan_tuelszdk_kn_synyptan_tys_s_sharany_scenariy.__scenariy_meropriyatiya____den_-469992.htm,data/raw/legit/infourok.ru_62ce9daf.html,0
www.f551004.cc,http://www.f551004.cc/,data/raw/phishing/www.f551004.cc_5849e22b.html,1
inwporn.com,https://inwporn.com/page/4,data/raw/legit/inwporn.com_73e51dba.html,0
nyaa.si,https://nyaa.si/?f=0&c=0_0&q=%5BBakeSubs-Diogo4D%5D+Little+Busters%21+-+Vol.++720&s=size&o=asc,data/raw/legit/nyaa.si_d49e1053.html,0
i551009.cc:8989,https://i551009.cc:8989/,data/raw/phishing/i551009.cc_8989_9e9c685f.html,1
www62753b.com,http://www62753b.com/,data/raw/phishing/www62753b.com_77fbef00.html,1
zendesk.com,https://www.zendesk.com/?utm_campaign=Lead%20Nurturing&utm_source=hs_email&utm_medium=email&_hsenc=p2ANqtz-9ua1_C7efGbnL3lbvKuV8poESitFY4NxKoA7YE4D7C1ghWMw9uvH0GzITzwJKxr3csTRyY,data/raw/legit/www.zendesk.com_6a1a49db.html,0
b551008.cc:8989,https://b551008.cc:8989,data/raw/phishing/b551008.cc_8989_290880e0.html,1
611104.com,https://611104.com/,data/raw/phishing/611104.com_cf7b4924.html,1
bitcbtlform.net,https://bitcbtlform.net/login.php,data/raw/phishing/bitcbtlform.net_cbb75ace.html,1
www.3a6b5c6.cc,https://www.3a6b5c6.cc/,data/raw/phishing/www.3a6b5c6.cc_87371886.html,1
0551saibo.com,http://0551saibo.com/,data/raw/phishing/0551saibo.com_2770f866.html,1
discord.paypopeye.com,https://discord.paypopeye.com/?yclid=13864326496318128127,data/raw/phishing/discord.paypopeye.com_cb86bccc.html,1
1336ooo0.com,https://1336ooo0.com/,data/raw/phishing/1336ooo0.com_4810f8c8.html,1
cashing911.com,https://cashing911.com/,data/raw/phishing/cashing911.com_c321f6db.html,1
tt1069.com,https://www.tt1069.com/,data/raw/legit/www.tt1069.com_8a7920e2.html,0
google.es,https://www.google.es/,data/raw/legit/www.google.es_d3ba7b03.html,0
wap.bdzfzp.cn,http://wap.bdzfzp.cn/,data/raw/phishing/wap.bdzfzp.cn_405ade84.html,1
cpvip58.com,http://cpvip58.com,data/raw/phishing/cpvip58.com_a4a24ea5.html,1
thaihubx.tv,https://thaihubx.tv/?tag=%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%B9%E0%B8%99%E0%B9%82%E0%B8%9B%E0%B9%8A,data/raw/legit/thaihubx.tv_c2af26ab.html,0
jianzaoxianfeng.com,http://jianzaoxianfeng.com,data/raw/phishing/jianzaoxianfeng.com_8fa2c00a.html,1
5510001.top,https://5510001.top,data/raw/phishing/5510001.top_edec944d.html,1
sparkpostmail.com,http://go.sparkpostmail.com/robots.txt,data/raw/legit/go.sparkpostmail.com_6a6a32cd.html,0
xqhzrtnmwbjpl.club,http://xqhzrtnmwbjpl.club/,data/raw/phishing/xqhzrtnmwbjpl.club_5625dbfe.html,1
lbc-app-front-v2.insights-test.leboncoinpublicite.fr,http://lbc-app-front-v2.insights-test.leboncoinpublicite.fr/,data/raw/phishing/lbc-app-front-v2.insights-test.leboncoinpublicite.fr_f8aeb2e9.html,1
aol.co.uk,https://www.aol.co.uk/,data/raw/legit/www.aol.co.uk_127ccf68.html,0
jquery.com,https://jquery.com/?ref=blog.katharinahermann.com,data/raw/legit/jquery.com_2eee8b4a.html,0
mon-colissimo-livraison.com,https://mon-colissimo-livraison.com/index.php,data/raw/phishing/mon-colissimo-livraison.com_51b188c8.html,1
l-tike.com,https://l-tike.com/1202akixmas2023/,data/raw/legit/l-tike.com_e002c57a.html,0
5510005.net,http://5510005.net/,data/raw/phishing/5510005.net_547ff2eb.html,1
2986.262656.xyz,https://2986.262656.xyz/,data/raw/phishing/2986.262656.xyz_7dc2dc7d.html,1
carfax.com,https://carfax.com/account/,data/raw/legit/carfax.com_200520fe.html,0
biolink.website,https://biolink.website/%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BDMRMx8JMbOr9993KWjvgS,data/raw/phishing/biolink.website_5809cfea.html,1
www.saibty90.cc:8989,https://www.saibty90.cc:8989/,data/raw/phishing/www.saibty90.cc_8989_314ea086.html,1
adsrvr.org,https://www.adsrvr.org/),data/raw/legit/www.adsrvr.org_54b082a1.html,0
openstreetmap.org,https://www.openstreetmap.org/#map=10/21.784515380859375/162.1417236328125,data/raw/legit/www.openstreetmap.org_6eb8e7ab.html,0
pbgmobile-pc.ru,http://pbgmobile-pc.ru/,data/raw/phishing/pbgmobile-pc.ru_7d8d0c65.html,1
xs4all.nl,https://xs4all.nl/?subject=informatie%20theorie%20examen/cursussen,data/raw/legit/xs4all.nl_eed7fb66.html,0
gm.com,https://accessories.gm.com/allamericanchevroletmidland/search/1G1FB1RSXR0118562?bac=189801&cs%3Aa%3Ai=t3_card_cta_accessories&cs%3Arv=&cs%3As=gmps-midland,data/raw/legit/accessories.gm.com_b05a7020.html,0
siteimproveanalytics.com,https://siteimproveanalytics.com/,data/raw/legit/siteimproveanalytics.com_b596aeb9.html,0
s7j6x.com,https://s7j6x.com/,data/raw/phishing/s7j6x.com_5a0f90bb.html,1
secure-confirm.com,https://secure-confirm.com/8b6c79f8-24e4-4fdc-beb9-7ba499e4de30/a/5c6cfec6-d5cd-447f-b984-e4c52b71f11b/ccp?lid=4635f013-34d5-41c8-9f81-344343a6fb1e,data/raw/phishing/secure-confirm.com_ee342330.html,1
xxxxxxxxxxxxxxxxxxx.top,https://xxxxxxxxxxxxxxxxxxx.top/0975275,data/raw/phishing/xxxxxxxxxxxxxxxxxxx.top_41085de8.html,1
zenodo.org,https://zenodo.org/,data/raw/legit/zenodo.org_2a4a7cdb.html,0
skiil.cn,https://skiil.cn/,data/raw/phishing/skiil.cn_a648b45f.html,1
nottingham.ac.uk,http://www.nottingham.ac.uk/,data/raw/legit/www.nottingham.ac.uk_15e83eca.html,0
popl.co,https://popl.co/profile/2AWGEbh5,data/raw/phishing/popl.co_15a4d373.html,1
genshinleaks.com,http://genshinleaks.com/b2a0c582/,data/raw/phishing/genshinleaks.com_ab79126e.html,1
mygov.in,https://mygov.in/,data/raw/legit/mygov.in_8e17b10a.html,0
cicliscipio.com,http://cicliscipio.com,data/raw/phishing/cicliscipio.com_c08ba967.html,1
doubleclick.net,http://ad.doubleclick.net/robots.txt,data/raw/legit/ad.doubleclick.net_2c51fa6d.html,0
95cp000.com,http://95cp000.com/,data/raw/phishing/95cp000.com_1a7d50ae.html,1
mobiledokan.com,https://www.mobiledokan.com/apple/apple-iphone-15-pro/,data/raw/legit/www.mobiledokan.com_48fb143e.html,0
idemnaute.com,https://idemnaute.com/index.php,data/raw/phishing/idemnaute.com_25827f57.html,1
abplive.com,https://api.abplive.com/robots.txt,data/raw/legit/api.abplive.com_cbd2bffd.html,0
jigsawplanet.com,https://www.jigsawplanet.com/11betlink?viewas=1ff83f35f97f,data/raw/legit/www.jigsawplanet.com_5f343175.html,0
adblockplus.org,https://adblockplus.org/,data/raw/legit/adblockplus.org_e1e23be5.html,0
dispatch.com,https://account.dispatch.com/robots.txt,data/raw/legit/account.dispatch.com_4843f3da.html,0
letsencrypt.org,https://letsencrypt.org/,data/raw/legit/letsencrypt.org_93d78978.html,0
freegames.com,https://www.freegames.com/game/4-Pics-1-Word,data/raw/legit/www.freegames.com_3101e0cf.html,0
instacart.com,https://www.instacart.com/,data/raw/legit/www.instacart.com_484050d1.html,0
goldenalaska.biz,https://goldenalaska.biz/Cyon/login.php,data/raw/phishing/goldenalaska.biz_aff70105.html,1
dondominio.com,https://dondominio.com/,data/raw/legit/dondominio.com_5f6ab91f.html,0
lululemon.com,http://www.lululemon.com/404,data/raw/legit/www.lululemon.com_9159ce6d.html,0
maxpurge.digital,https://maxpurge.digital/click?key=29a04a7fe7bb234d7c9e&SUB_ID_SHORT=4db41c5e4c8124c312c21c83365f12de&COST_CPC=&PLACEMENT_ID=22738461&ZONE_ID=3680512&BANNER_ID=3301202&CAMPAIGN_ID=1206392&REMOTE_COUNTRY=Canada&USER_OS_VER=18.3.2&USERAGENT=Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2018_3_2%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,data/raw/phishing/maxpurge.digital_db884400.html,1
protection.safelinks-office.com,https://protection.safelinks-office.com/Y9pKjBoKA5c?56d5-4408-93ea-6f8d55a827dc&realm=ammega.com&quarantine,data/raw/phishing/protection.safelinks-office.com_18c91aac.html,1
zapier.com,https://zapier.com/,data/raw/legit/zapier.com_ecf7e57c.html,0
sports.ru,http://www.sports.ru,data/raw/legit/www.sports.ru_66cbd953.html,0
infolinks.com,https://www.infolinks.com/,data/raw/legit/www.infolinks.com_cdedfda3.html,0
instacart.com,https://www.instacart.com/?code=ADRIANNEP174&referral_redemption_link_fix_enabled=true&referral_tiered_messaging_enabled=true&referral_web_link_enabled=true&utm_campaign=off1&utm_content=referrals_page_3&utm_medium=web&utm_source=instacart_referral&utm_term=copy&%24original_url=open%3Fcode%3DADRIANNEP174%26referral_redemption_link_fix_enabled%3Dtrue%26referral_tiered_messaging_enabled%3Dtrue%26referral_web_link_enabled%3Dtrue%26utm_campaign%3Doff1%26utm_content%3Dreferrals_page_3%26utm_medium%3Dweb%26utm_source%3Dinstacart_referral%26utm_term%3Dcopy&%24deeplink_path=open%3Fcode%3DADRIANNEP174%26referral_redemption_link_fix_enabled%3Dtrue%26referral_tiered_messaging_enabled%3Dtrue%26referral_web_link_enabled%3Dtrue%26utm_campaign%3Doff1%26utm_content%3Dreferrals_page_3%26utm_medium%3Dweb%26utm_source%3Dinstacart_referral%26utm_term%3Dcopy&%24android_deeplink_path=open%3Fcode%3DADRIANNEP174%26referral_redemption_link_fix_enabled%3Dtrue%26referral_tiered_messaging_enabled%3Dtrue%26referral_web_link_enabled%3Dtrue%26utm_campaign%3Doff1%26utm_content%3Dreferrals_page_3%26utm_medium%3Dweb%26utm_source%3Dinstacart_referral%26utm_term%3Dcopy&_branch_match_id=link-1015322000464350933&_branch_referrer=H4sIAAAAAAAAA%2B2T0WrDMAxFv8Z7TGhSNhiMEUgLeyllP2BUW0lMY1vYCun%2Bfk6XdBtjYx8Q8NP1vbJ0sDpmio95blxkUBA4A6KsN%2B6cB2wwBOjjsyi2PpjWOOjlEPonT%2BhEuVdeoyjrqn59qQ6H3XHzsBXF%2FRKTATVaYuOdnOrJxlwkOjj1qFOKw4Bf3WwwBaTFGCG91P5hHfH0UfGHZWArFVgC06YGa980m0X1jtFxEm9jSYIWZTkbLGoz2HSfqs9S9ENQ04Q3OHIJzw7GMEWUp7e7BEkj0rUxAu5WSr9QAqeDN1qutP73p%2BKZPV33rpuWVZSVKPbpjOOYfa6t8naSV4LfCL4DZUAG8d8EAAA%3D,data/raw/legit/www.instacart.com_8e050d0c.html,0
reuqxwctcwpxj3brxhksjvubekcn6fngcgplszqellgjgbeq4kza.g8way.io,https://reuqxwctcwpxj3brxhksjvubekcn6fngcgplszqellgjgbeq4kza.g8way.io/iSkL2FMVn3TsMbnVJNaBIoTfFaYRnrlmBFrMkwSQ4rI?email=3mail@b.c,data/raw/phishing/reuqxwctcwpxj3brxhksjvubekcn6fngcgplszqellgjgbeq4kza.g8way.io_6767622f.html,1
hankyung.com,https://www.hankyung.com,data/raw/legit/www.hankyung.com_753eb336.html,0
yandex.ru,http://uyrist74@yandex.ru,data/raw/legit/uyrist74@yandex.ru_414ff493.html,0
qvs.ryd.mybluehostin.me,https://qvs.ryd.mybluehostin.me/test/login.html,data/raw/phishing/qvs.ryd.mybluehostin.me_9398439a.html,1
steamshortlink.com,https://steamshortlink.com/871649274927,data/raw/phishing/steamshortlink.com_23e50932.html,1
combate.tec.br,https://combate.tec.br/ek/spotify/auth/login.php,data/raw/phishing/combate.tec.br_f8f0eea7.html,1
discovermagazine.com,http://discovermagazine.com/1997/may/lookingforlifein1124,data/raw/legit/discovermagazine.com_c491a3d0.html,0
find.my-71xi.org,http://find.my-71xi.org/aU3V38/code.php,data/raw/phishing/find.my-71xi.org_3628a8d9.html,1
0371saibo.com,https://0371saibo.com,data/raw/phishing/0371saibo.com_e9bf4948.html,1
bidease.com,http://bidease.com/?utm_source=businessofapps&utm_medium=cpc&utm_campaign=kunluncasestudy,data/raw/legit/bidease.com_b0af5aeb.html,0
potmeetspop.com,https://potmeetspop.com/,data/raw/phishing/potmeetspop.com_a8b325c9.html,1
t.me,https://t.me/%20+7%20(915)%20105-75-65,data/raw/legit/t.me_64fffec9.html,0
551009m.cc,http://551009m.cc/,data/raw/phishing/551009m.cc_f264fe84.html,1
spamhaus.org,https://www.spamhaus.org,data/raw/legit/www.spamhaus.org_e3335544.html,0
8pp.feixue318.cloudns.biz,https://8pp.feixue318.cloudns.biz,data/raw/phishing/8pp.feixue318.cloudns.biz_8d2c5ba0.html,1
miui.com,http://www.miui.com/development.html,data/raw/legit/www.miui.com_f04939b0.html,0
imbrnoivpkx.wiki,https://imbrnoivpkx.wiki/,data/raw/phishing/imbrnoivpkx.wiki_79411e89.html,1
lululemon.com,https://www.lululemon.com/about/careers/job-details/?jobId=004471,data/raw/legit/www.lululemon.com_02791d1d.html,0
uchi.ru,https://uchi.ru/,data/raw/legit/uchi.ru_b5ecfbd4.html,0
wikia.com,https://www.wikia.com/index.php?title=Terms%20of%20Use&action=history,data/raw/legit/www.wikia.com_2abe72a3.html,0
1336kr4g.com,https://1336kr4g.com,data/raw/phishing/1336kr4g.com_19367f32.html,1
umass.edu,https://www.umass.edu/,data/raw/legit/www.umass.edu_136c3fc3.html,0
baycrews.jp,https://baycrews.jp:443/,data/raw/legit/baycrews.jp_443_7a7fbfbc.html,0
trbinace.lotgin.com,https://trbinace.lotgin.com/,data/raw/phishing/trbinace.lotgin.com_8d066074.html,1
update-nt.com,https://update-nt.com/67eac47d5c490/000565e596051b48bf2f12e2dbdb5a3569b76575/,data/raw/phishing/update-nt.com_87f6c1e0.html,1
thenation.com,https://www.thenation.com/,data/raw/legit/www.thenation.com_540e7e8b.html,0
tuoitre.vn,https://tuoitre.vn/,data/raw/legit/tuoitre.vn_3d2f94c8.html,0
chatbot.page,https://chatbot.page/67f0f5981f59b1cbec8ae94f,data/raw/phishing/chatbot.page_cf5d2f6a.html,1
pikabu.ru,https://pikabu.ru/,data/raw/legit/pikabu.ru_1277c07c.html,0
zendesk.com,https://www.zendesk.com/?ref=blog.opencollective.com,data/raw/legit/www.zendesk.com_7b643b73.html,0
instacart.com,https://www.instacart.com:443/,data/raw/legit/www.instacart.com_443_e36b93f8.html,0
digg.com,http://www.digg.com,data/raw/legit/www.digg.com_4fb01a95.html,0
my.sultools.com,https://my.sultools.com/1-24080502/Wow.html,data/raw/phishing/my.sultools.com_2646b3e1.html,1
www.tiktokglobalonline.com,https://www.tiktokglobalonline.com/,data/raw/phishing/www.tiktokglobalonline.com_ba362423.html,1
57365vv.cc,http://57365vv.cc,data/raw/phishing/57365vv.cc_96eb0c33.html,1
auone.jp,https://www.anshinnavi.auone.jp/robots.txt,data/raw/legit/www.anshinnavi.auone.jp_715c5b35.html,0
rat.xxx,https://www.rat.xxx/latest-updates/616/,data/raw/legit/www.rat.xxx_752da4ad.html,0
indiatimes.com,https://www.indiatimes.com/americas/david-headley-sentenced-to-35-years-in-prison-57308.html,data/raw/legit/www.indiatimes.com_efe6a9d4.html,0
www.netfilxsonline.com,http://www.netfilxsonline.com/,data/raw/phishing/www.netfilxsonline.com_a0483251.html,1
757813.com,https://757813.com,data/raw/phishing/757813.com_5c0c3a76.html,1
zekiofarm.com,http://zekiofarm.com/square/pay.php,data/raw/phishing/zekiofarm.com_c2fcab4d.html,1
allpro-coatings.com,http://allpro-coatings.com/wp-content/uploads/2014/vip163/mc.com.htm,data/raw/phishing/allpro-coatings.com_e55d3b76.html,1
united.com,https://www.united.com/%20,data/raw/legit/www.united.com_5c66516f.html,0
hackaday.com,https://hackaday.com,data/raw/legit/hackaday.com_7227cc3b.html,0
unian.ua,https://www.unian.ua/?_gl=1*1xgp40n*_ga*MjczNTM4OTI2LjE1MjA1OTExMTk.*_ga_JLSK4Y8K67*MTYyNjAxNDk0NC4zNS4xLjE2MjYwMTQ5NjYuMzg.*_ga_DENC12J6P3*MTYyNjAxNDk0NC4zNS4xLjE2MjYwMTQ5NjYuMzg.,data/raw/legit/www.unian.ua_6c3feb1d.html,0
infoworld.com,https://edt.infoworld.com/robots.txt,data/raw/legit/edt.infoworld.com_93634c2d.html,0
