Date,Score,Url,IP
2025-04-08 09:29:41,6.5,http://italy.cc.global.prod.fastly.net/filez/apps/facebook/?i=2682,151.101.0.249
2025-03-27 14:17:14,6.5,https://mondiai-tentative.com/pac/calcul.php,179.43.172.148
2025-03-19 17:02:52,6.5,https://mrelay-retrait.com/pac/calcul.php,45.139.104.91
2025-04-03 10:57:50,6.5,http://messagere-oranges.maweb.eu/Oranges/?return_url=https%3A%2F%2Fwww.orange.fr%2Fportail&_Authentication=366207c807377a802c76b9ad85c04a5f81e4df50c3ff039989948e47071c604dfd3b78e82d8ff50eeb794bbdc35c8f8652166881c49369f2e4e34875,2001:1ab0:7e1e:220:ed:0:140:53
2025-04-05 19:29:53,6.5,https://3650102.cc,43.198.100.225
2025-03-21 13:59:07,6.5,https://mondiai-envoi.com/pac/calcul.php,179.43.172.148
2025-03-21 13:59:04,6.5,https://mondiai-accueil.com/pac/calcul.php,179.43.172.148
2025-04-05 19:48:35,6.5,https://d26hpdecvhwn5s.cloudfront.net/bank/kid-teen-bank-accounts,18.238.80.59
2025-03-23 09:30:56,6.5,https://maxpurge.digital/click?key=29a04a7fe7bb234d7c9e&SUB_ID_SHORT=4db41c5e4c8124c312c21c83365f12de&COST_CPC=&PLACEMENT_ID=22738461&ZONE_ID=3680512&BANNER_ID=3301202&CAMPAIGN_ID=1206392&REMOTE_COUNTRY=Canada&USER_OS_VER=18.3.2&USERAGENT=Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2018_3_2%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,167.172.228.101
2025-04-03 11:04:17,6.5,https://www.asociacion-felina-argentina.com/wp9/Hinet.Html,167.250.5.10
2025-04-01 14:07:20,6.5,https://replanifier-mondialrelay.com/pac/calcul.php,93.157.106.68
2025-03-24 20:04:05,6.5,https://ma-relivraison.info/pac/calcul.php,45.139.104.81
2025-04-05 19:30:01,6.5,https://3650112.cc,52.175.25.6
2025-02-25 00:36:47,6.5,https://163544.com,45.138.71.205
2025-03-16 10:58:40,6.5,http://www.6868bbin.com,23.248.226.74
2025-03-06 23:07:07,6.5,https://sbsuniversity.co.in/newcomswiss25/swisssa20244/swisscom/index2.php,116.206.105.148
2025-02-19 11:02:02,6.5,https://telegavideos.click/87547634,104.21.112.1
2025-04-08 19:56:47,6.5,https://mail.notifyvisitors.com/tracker/email_tracker/handler/click/52273/13866?cd=aktPMUFtRXRLeXhOT3pUYzZJeEw1Y2ptMzBDSDJkYm1IWEdmNk5GVEFvVlRyN1FMVjdQUFEyWmpkUURtQndBMnJ2Nk1iOWtYSEJQY0UzY1NodklLd05WQ2RtaG9SSHJrL0FGZk40Y0FNdlNwczAxdFp6WXI5b3h4WVZPOW12Rko0UDhwS1dPb3A0T3pCTXdxU210Y3dvWDIwaTFZZ2ZBeEUxRDFYQnVINmR2blI0TExHM2wrcEtIYTJqL3lWWXBKOVhQTHo3ZHVlLzZxTGdvZXhPc1owVU9kU3FjTkNLT2hMdDJrNHN4MWc2YjFyUnlSaTJSbExuRWxXTmVpeUhGZ3ZkRHFyOHQyMlNMWDZsTEExYkMzSW5heFRkZWt2amtXS21QK2ZENEVHSU9MckczL2lRa3FCTExwNTh3ckpUdW1JNHd1VGZteVJBNFVEUXVEaXJ1cEhhdFNaeDhMeEk1R2JQa0xUS0x5VW96OTZwdUdhTGQ2ZmpHMEp3ZXpkdGxHSEVRWmF2Qnk5Nkhvd3lPbC9yWTJjdnlmZUNtY1hKa3F6NVNYSlB5amExZGh1S1R5NUpGdXcwbHQxK2ZWc3cvaUZLVTR5TlZYRlFOV3FtZkIrTDQ1bUpUdGFBaUduMVVzOEdrbmJnOUVvSUVkKzN5UHpxQlVwa29aNkZCQ2dpTEY%3D#C?email=brian@apexpps.com,3.171.139.28
2025-03-31 09:30:45,6.5,https://icioud.appie.xiavuz.cn/mim/qp6c86076806ge85615cc677l68i212121633rl2518s4c8296.html,118.107.13.92
2025-03-18 21:34:14,6.5,https://iffii.com/@wl6rw,2606:4700:3036::6815:3017
2025-04-06 09:38:27,6.5,https://www.icioud.maps-ps.info/aU3V38/code.php/,162.240.147.202
2025-04-06 06:37:06,6.5,https://writingcloudscreations.com/ra/chameleon/signin.html,168.119.5.176
2025-04-08 12:40:56,6.5,https://espace-canalplus.com/pages/index.php,3.235.15.32
2025-03-07 23:05:04,6.5,http://7865s.com,23.248.226.75
2025-04-01 23:09:20,6.5,https://mondial-relayer-packaging.com/pac/calcul.php,45.139.104.91
2025-04-05 10:05:28,6.5,https://srv84741.seohost.com.pl/scz/file/auth/login.php,188.210.222.7
2025-03-07 21:36:30,6.5,https://ihbys.com/selfApi/SelfApi/fr/log/access/home/nkl-log.php,5.250.254.69
2025-03-16 09:31:49,6.5,https://oisbafeisapp.com/apple/,43.165.125.145
2025-03-05 21:36:51,6.5,https://srteamcommunity.com/profile/7334873938764691/,104.21.37.103
2025-04-08 21:35:54,6.5,https://layanan-app.com/Dana/login.php,2606:4700:3036::ac43:c99e
2025-04-07 21:34:11,6.5,https://dhl.hosted-page.ecomm-stg.dmgsecure.io/UFd0c24yUC9zYUN5c1NlVS9aOUwrdz09LlIzK1BLU0dtTlp1U1VPa2hraVhwNEFQYmxhYW81TC90U0x2MzBHYjlSYyt6NS9vdlBBZVViNHRYVFRyc2V5aGZMcWhTTGxDODd2cmpjcDFsMEVPdDdJQlZXazdtWFRBQ2NYOE94N2FHVENKaVl5MGJ6ZmFyQjhFNXhCTWZBeHkwNE5TazhWWEdCM1I3NXEwY0pxVkh1MFIwUEdOMWtvWDlNS0dBYVd6emVhYnptcGl0eVk4bTB0bW1KRTkzOHpEVHVhd3NhSmx6Z0oxN3JqUThTU3VJaVhoY1ZRTHpnc1ozRlVSNkFDNVVnNnJRSWxnZ3dIb1VCdzk1S05rOXpTejVPYWdzNFY2K1lKQmp6eVdEb0k0SWVVamEvbXZtbUdWU0RDMnJ1WWNVaXEyVTI4RUl5TTQ1dVg2azBWbVZaZi9iSHVzY014aWxnZERUMFV1YUZ5clR1QT09Lk9weEFCK3N1MzZCcWx0V2hjcm82WFJSb29TcW82cCtWa3R5WWZpR2x0eWx0eWFqckN3VlBqS0pURmtGQU02TU5YOTRHTnl1S3N6VmROT01Xb2VLVVdwZDlaZ0o1UXN6NXBHeTFjLzMrK2QvcXdQQ3F2U25tblUyY3lXMW1EUVhJOXVCS0Z3RGVDc1JRTWE2amxDSnBvZz09LjAxYTJmMTVkMWRkYmY1ZDY0NjUyMDM0N2YzOTQwZTRmOWIyYTMwZWVkMDhiMGU1NjAwNTMwZTZiMWQ5NDY1N2QzNDE1MmYxNmI5YTM2YjVlNDdiZjY3ZjI0NGNkNjNlYzE5Y2Q0NzJiYTc1MjBjZTBmNTM5MDRhMTQ2M2E2ZmNmMDI3YTMzYmQ2MWY5N2Y0NjY5NWU2YTk3ZjcxMDAxY2ZkZGU2OGVlMGU4Yzk0MDFlNDdhMjZhZmY4N2YxMjljMzhhMGViYmUyODVmNmM1NDliNjlkMjE1ZWM1M2U5ZmU4ZjBiNmVjODQwZmY2M2RmNjkxYmJmZjlhNzg5OWFhNmNjMg,23.196.3.172
2025-03-07 09:42:11,6.5,http://wallet.connect.thrivecoin.com/,18.238.80.53
2025-04-05 09:52:08,6.5,https://mon-coiistrack.info/index.php,193.24.123.167
2025-04-06 09:38:41,6.5,https://www.suppwer.com/wp-content/plugins/elementskit-lite/CHFINAL/fcbe3/,2a00:6d40:4:2::c210:49
2025-04-06 21:36:39,6.5,https://metrovet.co.ke/au/netpanel24/emember-netflix.sncgp.pt/,2606:4700:3030::6815:5001
2025-04-05 09:36:35,6.5,https://disneypius-app.info/captcha.php,193.24.123.167
2025-04-08 21:39:23,6.5,https://www.tiktokglobalmall09.com/h5/,180.178.45.10
2025-04-08 21:39:27,6.5,https://www.tiktokglobalmall12.com/h5/,180.178.45.10
2025-03-19 11:04:06,6.5,https://advancedsystemrepair.com/Purchase/ASR-Pro-Paddle.php?tid=,8.26.21.195
2025-03-02 21:36:41,6.5,https://365.qwe123-asd456-zxc789.365668.top/,66.203.146.55
2025-03-15 11:09:43,6.5,https://www.ethbybitcoin.vip/,76.76.21.241
2025-04-06 06:35:45,6.5,https://mondial-relay-locker-fr.com/check/calcul.php,45.139.104.24
2025-04-08 21:39:16,6.5,https://www.tiktokglobalmall05.com/h5/,180.178.45.10
2025-03-13 01:35:59,6.5,https://paquet-mondiai.com/pac/calcul.php,179.43.172.148
2025-03-13 01:37:05,6.5,https://suivre-mondial.com/pac/calcul.php,179.43.172.148
2025-03-13 01:37:02,6.5,https://suivi-mondiai.com/pac/calcul.php,179.43.172.148
2025-03-13 21:52:43,6.5,http://www.7756233.com/,45.138.71.205
2025-04-02 10:58:06,6.5,https://track-mondiai.com/pac/calcul.php,179.43.172.148
2025-02-19 09:43:00,6.5,https://cdn.mediacodehub.com/rdr/YWE9MzgyMDQ3OTIwJnNlaT0yMTg5MjcyMCZ0az1LcjBVN2FjNFlUN0hEVU83Z0ZTWiZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM=,2606:4700:3032::ac43:d035
2025-03-12 06:59:42,6.5,https://gmailjchh.ebforms.com/4773947743928320,104.21.31.237
2025-04-08 19:57:49,6.5,https://suivre-mondiai.com/pac/calcul.php,179.43.172.148
2025-04-08 19:57:10,6.5,https://prime-espacev2.com/unsubscribe.php,94.156.227.209
2025-04-02 12:35:33,6.4,http://b25fff.com/fish/93,104.21.80.134
2025-04-02 21:30:53,6.4,https://b551003.cc/,20.6.155.231
2025-04-09 00:31:03,6.4,https://globalemall88.vip/wap,2606:4700:3033::ac43:8fd6
2025-04-01 21:43:01,6.4,https://net24-bncomontepio.com/?m=3mail@b.c,196.251.90.128
2025-04-01 14:06:49,6.4,https://mondiaitrack.com/pac/calcul.php,179.43.172.148
2025-04-02 21:38:07,6.4,https://upgov.net/cenreport/bower_components/bootstrap/dist/fonts/phx/docu/00zzz.html,160.187.54.56
2025-04-09 00:29:21,6.4,https://comlipin.com/wap,156.245.210.66
2025-02-10 12:48:29,6.4,https://2986.262656.xyz/,2606:4700:3031::6815:2c66
2025-02-10 12:48:20,6.4,http://protecportal.wpengine.com/wp-content/slay/auths/auth/login.php,34.134.121.241
2025-04-09 00:35:14,6.4,https://www.tiktokmallglobalie.com/h5,52.128.224.238
2025-04-05 09:59:55,6.4,https://roblox.com.py/users/8529007019/profile,185.71.66.140
2025-03-27 09:37:23,6.4,http://pinbo69.com/,20.239.97.157
2025-04-06 12:41:45,6.4,http://www.8928666.com,45.138.71.205
2025-04-06 12:41:35,6.4,http://uniswap.pi.cp0x.com,192.236.147.84
2025-03-14 00:28:48,6.4,http://www.9679595.com,45.138.71.205
2025-03-14 09:34:52,6.4,https://2g3eff33.blogspot.com.mt/,2607:f8b0:4006:823::2001
2025-04-09 00:27:52,6.4,https://3658916.cc,52.128.228.29
2025-04-09 00:27:54,6.4,https://3866527.cc/wap,103.42.28.26
2025-04-07 09:30:27,6.4,https://notcvn.top/h5/,134.122.196.83
2025-03-13 11:07:43,6.4,http://www.edtline.com/h/bee/163,38.124.192.35
2025-03-13 11:07:50,6.4,http://www.pinbo3656b.com,20.239.97.157
2025-03-13 23:12:11,6.4,http://www.319628.com,45.138.71.205
2025-04-09 00:28:03,6.4,https://737514.cc/wap,103.42.28.26
2025-04-09 00:28:06,6.4,https://893478.cc/wap,103.42.28.26
2025-04-09 00:28:19,6.4,https://api.15866.cc,208.98.41.38
2025-04-09 00:28:39,6.4,https://bdfs.blkchex.cc/wap,111.119.240.169
2025-03-05 00:40:28,6.4,https://ess66943.top/,104.21.16.6
2025-03-16 09:34:13,6.4,https://www.zzhuiban.com/,154.194.130.72
2025-03-15 21:34:16,6.4,https://fifa22.com/,20.239.97.157
2025-04-07 00:29:42,6.4,https://547355.com,45.138.71.205
2025-03-24 09:35:16,6.4,https://www.bsswapp.com/,104.21.64.1
2025-04-05 15:31:13,6.4,https://siawebfac.com/bnkngpersnl.mystm/nbyref.php,37.59.254.148
2025-02-11 12:44:08,6.4,https://f551009.cc/,20.6.155.231
2025-02-12 12:36:26,6.4,https://f551008.cc/,20.239.57.18
2025-03-06 09:43:12,6.4,http://www.3656fzx.cc/,20.239.97.157
2025-03-06 12:41:42,6.4,http://web.bt99999.com,23.248.226.74
2025-03-09 09:36:33,6.4,https://getprox.cc/go/3394z2/03a4.php/3394z2,91.212.166.23
2025-03-07 00:32:47,6.4,http://77260ba.com,23.248.226.74
2025-03-07 21:34:06,6.4,https://ctt-expresso-correios.com/steps/index.php,85.239.34.203
2025-03-11 22:59:43,6.4,https://b551002.cc/,20.6.155.231
2025-03-12 11:07:54,6.4,http://365f77.com,20.239.97.157
2025-03-08 13:12:13,6.4,https://mxx8686.net,104.21.94.70
2025-03-08 23:04:12,6.4,http://144644103365.com,192.151.224.165
2025-04-07 09:30:13,6.4,https://m.kucoin321.top/,172.67.162.54
2025-03-14 09:34:59,6.4,https://5555555554.blogspot.com.es/,142.251.40.225
2025-03-15 11:04:49,6.4,https://551004j.cc/,104.21.93.167
2025-03-26 11:08:50,6.4,http://znpzxbck.hjsoaiwrq.net/,2606:4700:3035::ac43:93a8
2025-03-26 12:37:28,6.4,http://bit.ly/4c6x57c,67.199.248.10
2025-04-05 10:14:30,6.4,https://www.rqblox.com/users/83922528/profile,2606:4700:3037::6815:5419
2025-03-04 09:39:39,6.4,https://ridando.it/AMD/am/infospage.php/,213.158.94.128
2025-03-04 11:07:26,6.4,https://c551003.com:8989,20.6.155.231
2025-03-04 21:54:59,6.4,https://jp0818.linxsf.win/,104.21.57.74
2025-02-27 12:40:08,6.4,https://alixx88.cc,104.21.48.1
2025-03-01 09:39:27,6.4,http://rakuten82.cc/index/user/login.html,104.21.19.75
2025-03-02 12:29:11,6.4,https://mancntop66.com,172.67.142.45
2025-03-02 21:38:00,6.4,https://i551000.cc:8989/,20.239.57.18
2025-03-02 22:57:16,6.4,https://c551005.com:8989,20.239.57.18
2025-03-03 11:03:14,6.4,http://551006p.cc,172.67.203.7
2025-03-03 11:04:18,6.4,http://cicliscipio.com,196.251.83.152
2025-03-03 23:02:23,6.4,http://551000p.cc/,172.67.157.77
2025-03-03 23:02:26,6.4,http://551007l.cc/about.html,172.67.184.160
2025-03-03 23:11:21,6.4,https://m.gsbh888.com/,154.85.133.113
2025-03-20 11:01:11,6.4,http://xcr44535.top/,2606:4700:3036::6815:2874
2025-03-20 21:36:30,6.4,https://tkkj66688.cc/wap/,202.146.220.42
2025-04-05 19:31:36,6.4,https://551004p.cc,2606:4700:3030::ac43:c358
2025-02-22 19:35:50,6.4,http://obxbnbinn.com,209.59.138.160
2025-02-22 19:37:59,6.4,http://pb36555.net,20.239.97.157
2025-02-22 19:43:42,6.4,https://3365365.vip,38.55.128.28
2025-03-27 09:38:07,6.4,https://343i.org/1168,2606:4700:3033::ac43:a2dd
2025-03-27 11:19:52,6.4,https://www.bet6305365.com/,20.2.30.156
2025-03-27 21:49:13,6.4,https://www.pb3651.cc:8989/,20.239.97.157
2025-04-05 09:34:28,6.4,https://commbank-helpdesksupport.com/login.php,194.87.248.201
2025-03-29 09:32:50,6.4,http://f551005.cc/,20.6.155.231
2025-03-01 11:05:38,6.4,http://4093070365.com,192.151.224.172
2025-03-01 11:07:19,6.4,http://i57365.cc,192.151.224.165
2025-04-08 09:34:30,6.4,https://durival.ru.com/3s/eskor/index.php,172.93.120.241
2025-02-24 11:08:27,6.4,https://961365.cc,116.204.156.205
2025-02-26 09:37:27,6.4,https://m.22115bb.com/,182.16.72.14
2025-03-22 09:34:32,6.4,https://xzgt120.com/,38.174.150.17
2025-03-22 09:35:57,6.4,http://www.i551000.cc/,20.6.155.231
2025-04-08 12:42:24,6.4,https://pb3651.net:8989,20.239.97.157
2025-02-20 23:07:42,6.4,http://www57365.cc/index_m.html,103.255.47.5
2025-03-31 09:30:53,6.4,https://irlandahaberleri.com/CU9D3LswpFhhmZH5/,192.185.181.56
2025-03-31 09:31:33,6.4,https://pb3652.cc/,20.239.97.157
2025-03-31 09:31:57,6.4,https://secure.dhlguestmanagement.com/events2/index.cfm?auuid=33DF25EC-981C-4088-CBF893CCEBFF4136credapp.cfmLogin.cfm?ref=/events2/index.cfm?auuid=33DF25EC-981C-4088-CBF893CCEBFF4136credapp.cfm&statusCodeID=10,3.219.24.100
2025-03-31 09:32:44,6.4,https://westcoastchopers.com/new/Fixed/index.php?uid=abc@example.com,135.148.55.164
2025-04-04 07:55:02,6.4,https://retardmondiai.com/pac/calcul.php,179.43.172.148
2025-04-04 09:31:30,6.4,https://1111365wz.cc/wap.html,35.194.113.68
2025-02-18 21:41:08,6.4,https://vhhczqvfgp.top/,2606:4700:3035::ac43:d1b9
2025-02-22 19:45:05,6.4,https://551005h.cc,172.67.148.120
2025-02-21 21:39:49,6.4,https://pinbo3656b.com:8989/,20.239.97.157
2025-02-22 09:41:11,6.4,https://551008o.cc/errors/605.html,104.21.35.104
2025-03-29 09:38:30,6.4,https://webrectificationfix.com/,43.158.90.112
2025-03-20 07:56:02,6.4,https://checkpoint-freemobile.com/?data=albert.ducon@orange.fr%7CDucon%7CAlbert%7C1ruedelaPaix%7C75001%7CParis%7C0601020304%7C0%7CFR7612341234123412344566%7CABCDEFGH%7C04/03/25,94.156.227.209
2025-04-09 00:34:59,6.4,https://www.tiktokglobalmall13.com/h5,180.178.45.10
2025-04-09 00:34:52,6.4,https://www.tiktokglobalmall08.com/h5,180.178.45.10
2025-04-09 00:34:48,6.4,https://www.tiktokglobalmall06.com/h5,180.178.45.10
2025-02-09 13:37:37,6.4,https://ln.run/JX6hw,104.21.64.1
2025-02-13 09:44:02,6.4,https://e551006.cc/,20.239.57.18
2025-02-14 12:41:03,6.4,https://www.5510055.vip/,20.239.57.18
2025-04-08 21:38:09,6.4,https://t39uvk3.top/wap/,45.207.228.95
2025-04-01 14:06:46,6.4,https://mondiaiexpress.com/pac/calcul.php,179.43.172.148
2025-02-18 09:49:30,6.4,https://linkin.bio/ferryhooby/,18.173.219.83
2025-02-14 21:46:27,6.4,http://xx551001.com/,20.239.57.18
2025-02-15 10:04:57,6.4,https://edf566.com/,104.21.112.1
2025-02-15 21:38:57,6.4,https://rhbztbmvjc.club/,172.67.180.83
2025-02-15 21:40:23,6.4,https://www.p365666.net:8989/huntfish.html,20.239.97.157
2025-04-05 19:06:13,6.4,http://i90314bq.beget.tech,185.50.25.57
2025-04-05 19:11:17,6.4,http://kucoin8866.vip,172.67.160.246
2025-03-21 22:57:54,6.4,http://recovery.info-meta-noreply.com/login.php,51.79.255.136
2025-04-09 00:35:15,6.4,https://www.tiktokmallglobalin.com/h5,52.128.224.238
2025-04-09 00:35:36,6.4,https://zonos1235.com/wap,172.67.216.184
2025-04-09 00:33:57,6.4,https://tk6669.top/wap,134.122.173.150
2025-04-09 00:31:46,6.4,https://kucoinn66.com,103.87.242.102
2025-02-19 21:41:31,6.3,https://rrpostoffice.com/amazon/,216.158.227.85
2025-03-31 15:30:26,6.3,https://bpostdouane.com/index.php,45.139.104.97
2025-02-22 19:44:58,6.3,https://5510022.vip,20.239.57.18
2025-02-22 19:45:29,6.3,https://6h05.cc,45.138.71.205
2025-03-21 21:32:51,6.3,https://www.e-receipts.co/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6ImRhMGNlNmY1LWQ1YTctNGQ0Ni1iZDU1LWZiNzQxZjNhMDc1NSIsImNlbGwiOiJodHRwczovL3Vib3p4eTh0cjkuZXhlY3V0ZS1hcGkuZXUtd2VzdC0xLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiY2ZhMDUwMjctMTYzMi00ZWU2LTkyNTAtY2JjZmRjZThhZDNmIiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiZGlyZWN0X2RlbGl2ZXJ5Ijp0cnVlLCJpYXQiOjE3NDI1NjY4NTMsImlzcyI6Imh0dHBzOi8vYXBwLnBoaXNodGhyZWF0LmNvbSIsImV4cCI6MTc1MDM0Mjg1M30.Pjsft_01fcpPgu95cZLK82dpayhWINLJm0TZA7-y09s,54.77.90.7
2025-03-19 23:01:52,6.3,https://or1.666786.xyz,129.159.33.17
2025-03-20 23:00:34,6.3,http://tkscshopa.com/wap/,202.146.220.42
2025-03-24 21:34:56,6.3,https://s.teamw.cc/p/gkhs-kwlp/pcbaqqbb/,62.60.232.29
2025-04-05 20:01:47,6.3,https://f55115.com,103.233.9.188
2025-03-26 11:00:47,6.3,https://cb-new-notif.top:443/newtransfer,92.255.57.4
2025-04-05 19:30:46,6.3,https://40006.cc,45.138.71.205
2025-03-17 21:39:21,6.3,https://steanmcommrunity.com/10538275/,172.67.138.102
2025-04-08 12:42:13,6.3,https://o11eqrolokalnie.26357021.xyz/gpidy5gj/5z7Aqb/7,172.67.130.106
2025-02-16 21:43:01,6.3,http://www.shorten.world/@resolution_assistance_13466/,2606:4700:3030::6815:6001
2025-02-16 09:38:24,6.3,https://ixi.me/@pagehelp05?case?id=/60659,35.240.139.66
2025-02-14 12:35:57,6.3,https://axrpsbfzlmqok.work/,104.21.32.1
2025-02-09 02:39:02,6.3,https://mwbczlqrftvhj.club/,104.21.112.1
2025-03-18 21:38:13,6.3,https://staemcomrnunlty.com/tradeoffers/new/partners=2253202000AreS&token=TLgzJ132,2606:4700:3033::6815:311e
2025-03-15 23:06:01,6.3,http://nrfn.0n7b1ogf0p1.top,103.100.211.91
2025-03-17 09:35:34,6.3,https://bitcbtlform.net/login.php,91.212.166.122
2025-04-06 21:36:35,6.3,https://located.phone-insc.art/aU3V38/code.php/,162.240.147.202
2025-03-10 21:41:39,6.3,http://totalcleaner.digital/click?key=a39c9f65c7422004d7c5&SUB_ID_SHORT=4cd02ff9f88ae19f023ebe3a83c709db&COST_CPC=&PLACEMENT_ID=16343214&ZONE_ID=1574821&BANNER_ID=3301918&CAMPAIGN_ID=1206707&REMOTE_COUNTRY=Australia&USER_OS_VER=17.6.1&USERAGENT=Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2017_6_1%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,167.172.228.101
2025-03-11 06:38:41,6.3,https://ubaregister.com.ng/za/abeta/second/apple/,173.224.122.64
2025-03-13 23:05:17,6.3,https://551002p.cc,172.67.183.92
2025-03-13 23:03:32,6.3,http://2518800.com,45.138.71.205
2025-03-11 23:06:18,6.3,https://securitydirectapp.com/8b6c79f8-24e4-4fdc-beb9-7ba499e4de30/a/ce5ca5ed-9fd4-4456-a816-11bff69b4b62/ccp,54.155.32.48
2025-02-22 19:45:31,6.3,https://6h919.com,2606:4700:3032::6815:791
2025-02-22 19:45:59,6.3,https://870088.com,15.197.225.128
2025-02-21 21:41:06,6.3,https://thousands-greece-petite.on-fleek.app/nypnjhrikfpqk1.html,104.26.13.141
2025-02-12 12:41:38,6.3,http://zovkphgl.link/,104.21.112.1
2025-04-04 23:02:19,6.3,https://www.ebays.top/appLogin/,104.21.64.1
2025-02-23 22:05:57,6.3,https://spotifyinfo.com/apk/,2606:4700:3030::6815:5001
2025-02-23 23:20:27,6.3,http://shopifyinz.vip,45.194.37.203
2025-03-07 09:40:34,6.3,https://t.co/p7iVHpQetU#/#5edbc2c54ab5fa55f02e52104f498a20,172.66.0.227
2025-04-07 21:38:17,6.3,https://www-71e9f648f0.niceinvest.pt/renew/,104.21.80.1
2025-03-06 23:01:50,6.3,https://115313e.wcomhost.com/,206.188.192.30
2025-02-23 01:26:04,6.3,http://www.shorten.ee/@changepage_meta_6633/,2606:4700:3030::6815:4001
2025-04-08 09:34:51,6.3,https://eee.wfvbgtr006.ip-ddns.com/New-Amazon-Kindle-glare-free-adjustable/dp/B0CTMS6KG9/ref=cs_sr_dp_2?pf_rd_p=53d84f87-8073-4df1-9740-1bf3fa798149&pf_rd_r=RZ9XVRY0TDR473PM3SES&sbo=7oa42w0ILTiF6GME4JGy+Q==,2606:4700:310c::ac42:2c5d
2025-04-08 09:40:08,6.3,https://store.wallpaperenginelive.com/indexesp.html,92.118.112.12
2025-03-31 09:34:45,6.3,http://www.weddingbizacademy.com/include/webapp.html,2404:8280:a222:bbbb:bba1:7:ffff:ffff
2025-02-22 19:26:50,6.3,http://marketplace-item-54659856563.hstn.me,185.27.134.143
2025-02-17 09:44:55,6.3,http://www.netfilxsonline.com/,91.235.142.124
2025-02-22 19:43:02,6.3,https://1zv1130pu.top,2606:4700:3036::ac43:bb8a
2025-02-22 10:59:25,6.3,https://cloudnetfiji.com/dropbox/Security/loading.php/,151.106.103.217
2025-03-14 21:41:12,6.2,http://www.bantoo.be/boa3/sms.php,2001:41d0:301::21
2025-03-14 09:34:55,6.2,https://3geffffff.blogspot.jp/,142.251.40.225
2025-03-15 21:40:26,6.2,https://www.youtube.com/@theirs4569,142.251.32.110
2025-03-10 21:34:40,6.2,https://amazon118.com/index/login/forget.html,172.67.131.222
2025-03-26 21:37:49,6.2,https://mocpallet.vn/km/pwpGjYbWh6u5Xcwq0wcImW7gNCtiPMoA3UaFxed0/2BfAjrdur0cVKHBBRd4/4VFGHD7yuWFEVNX62rNs/5raW87RX0XE01rt3/4TVQfTZWlWWaV94FvdfCov4/Client/dep.html,45.124.86.37
2025-04-08 09:30:42,6.2,https://79236853609swdb0287376.swanndvr.net/97234539smart927363/ET/login/oauth.php?,63.250.40.202
2025-04-04 09:31:51,6.2,https://amazon-portal.evpump.app/,2606:4700:3034::ac43:95be
2025-02-20 23:07:43,6.2,http://www.bitgetmax.com/h5/,2606:4700:3036::ac43:a8c3
2025-02-22 19:35:41,6.2,http://nwxjbctfpozlq.shop,2606:4700:3032::ac43:ccdb
2025-02-14 12:41:47,6.2,http://www.cdn196888888.com/,23.248.226.77
2025-02-18 14:10:14,6.2,https://one.link/7882778278278,2606:4700:3033::6815:4986
2025-03-14 15:35:09,6.2,https://ygtfrdjxwcf6shgxfs0kcjhm1b-j6uwysgcfjxokhbnvfgehj.teemill.com/,34.142.29.197
2025-03-13 01:36:19,6.2,https://rafraichi-dossier-page.com/steps/billing.php,45.139.104.24
2025-04-08 09:29:54,6.2,http://outdomain346.liveblog365.com/,185.27.134.34
2025-02-14 12:38:41,6.2,https://norca.co.th/wp-content/plugins/WordPressCore/__MACOSX/billmgr/index.php,119.59.104.44
2025-02-13 18:43:01,6.2,https://relivraison-mondiale-relay.com/pac/calcul.php,45.139.104.91
2025-02-18 09:57:03,6.2,https://q-r.to/cf85235bfb6c66370a9dfdac399c4fec,18.238.49.67
2025-02-16 03:59:33,6.2,https://url.emailprotection.link/?bVHKhgXw9or_PK8W1-W65us3TW_-ZIBP0PNBa7BX7VNKjAJv5A5Q_DP4l3z4SR2iiOje9xRigUlv1BqouVh6_gjq-7StK_aYQwNRmE5H8Vugt_0eFm5LQkPI6FSBYX3RIDXIfKnMSP-6fTrnvNFHMypWU1LcDFxBIoBPF6rRFS8Q~,162.216.194.246
2025-02-17 21:40:11,6.2,https://imbrnoivpkx.wiki/,2606:4700:3036::6815:915
2025-02-10 06:38:59,6.2,https://www.aseguratuvida360.com/1/2/cardifseguritycolombia.php,2606:4700:3035::ac43:89f9
2025-04-09 00:31:14,6.2,https://hev2025880.shop/wap,104.21.24.77
2025-04-01 23:10:06,6.2,http://www.nilaservices.fr/fr-/c6571a1ec7b11c8/details.php,213.186.33.16
2025-04-08 08:12:57,6.2,https://update-canalplus.com/pages/index.php,3.235.15.32
2025-04-09 00:34:28,6.2,https://walletconnect.secured-api.net/connecting.php,2606:4700:3035::6815:33ad
